Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
685.2324,0,,685.2327,0.0625,,685.2522,0.0,,685.2327,0.0,,685.2324,0,,685.2325,0.0,,685.2522,111.0,,685.2522,28,,685.2324,0.0,,685.2325,0.0,,685.2327,1.2734375,,685.2327,0.0,,685.2325,0.0,,685.2325,0.875,,
685.2524,0,,685.2526,0.625,,685.2723,0.0,,685.2527,0.0,,685.2524,0,,685.2525,0.0,,685.2723,111.0,,685.2723,28,,685.2524,0.0,,685.2525,0.0,,685.2526,1.28125,,685.2526,0.0,,685.2525,0.0,,685.2525,0.625,,
685.2724,0,,685.2727,-0.4375,,685.2922,0.0,,685.2727,0.0,,685.2724,0,,685.2725,0.0,,685.2922,111.0,,685.2922,28,,685.2724,0.0,,685.2725,0.0,,685.2727,1.2734375,,685.2727,0.0,,685.2725,0.0,,685.2725,0.5625,,
685.2924,0,,685.2926,-0.9375,,685.3123,0.0,,685.2927,0.0,,685.2924,0,,685.2925,0.0,,685.3123,111.0625,,685.3123,28,,685.2924,0.0,,685.2925,0.0,,685.2926,1.26171875,,685.2926,0.0,,685.2925,0.0,,685.2925,-1.5,,
685.3124,0,,685.3127,0.625,,685.3322,0.0,,685.3127,0.0,,685.3124,0,,685.3125,0.0,,685.3322,111.0,,685.3322,28,,685.3124,0.0,,685.3125,0.0,,685.3127,1.2734375,,685.3127,0.0,,685.3125,0.0,,685.3125,0.625,,
685.3324,0,,685.3326,0.625,,685.3523,0.0,,685.3327,0.0,,685.3324,0,,685.3325,0.0,,685.3523,111.0,,685.3523,28,,685.3324,0.0,,685.3325,0.0,,685.3326,1.2734375,,685.3326,0.0,,685.3325,0.0,,685.3325,-0.5625,,
685.3524,0,,685.3527,-0.9375,,685.3722,0.0,,685.3527,0.0,,685.3524,0,,685.3525,0.0,,685.3722,111.0625,,685.3722,28,,685.3524,0.0,,685.3525,0.0,,685.3527,1.25390625,,685.3527,0.0,,685.3525,0.0,,685.3525,-1.5,,
685.3724,0,,685.3726,-0.4375,,685.3922,0.0,,685.3727,0.0,,685.3724,0,,685.3725,0.0,,685.3922,111.0625,,685.3922,28,,685.3724,0.0,,685.3725,0.0,,685.3726,1.28125,,685.3726,0.0,,685.3725,0.0,,685.3725,0.5625,,
685.3923,0,,685.3926,-0.4375,,685.4122,0.0,,685.3927,0.0,,685.3923,0,,685.3925,0.0,,685.4122,111.0,,685.4122,28,,685.3923,0.0,,685.3925,0.0,,685.3926,1.31640625,,685.3926,0.0,,685.3925,0.0,,685.3925,-1.1875,,
685.4124,0,,685.4126,1.125,,685.4322,0.0,,685.4127,0.0,,685.4124,0,,685.4125,0.0,,685.4322,111.0,,685.4322,28,,685.4124,0.0,,685.4125,0.0,,685.4126,1.30859375,,685.4126,0.0,,685.4125,0.0,,685.4125,0.875,,
685.4323,0,,685.4326,-0.4375,,685.4522,0.0,,685.4327,0.0,,685.4323,0,,685.4325,0.0,,685.4522,111.0,,685.4522,28,,685.4323,0.0,,685.4325,0.0,,685.4326,1.2734375,,685.4326,0.0,,685.4325,0.0,,685.4325,1.125,,
685.4524,0,,685.4526,0.625,,685.4722,0.0,,685.4527,0.0,,685.4524,0,,685.4525,0.0,,685.4722,111.0,,685.4722,28,,685.4524,0.0,,685.4525,0.0,,685.4526,1.25390625,,685.4526,0.0,,685.4525,0.0,,685.4525,1.75,,
