type,time,latitude,longitude,altitude (m),speed (km/h),course,slope (%),distance (km),distance_interval (m),color,opacity,width,name,desc,activity
T,2022-02-27 16:34:12,-33.601213480,-70.522095580,776.5,57.4,4.7,-1.2,8.267,15.94,,,,,,
T,2022-02-27 16:34:13,-33.601215000,-70.522274250,776.3,59.7,4.7,-1.2,8.284,16.58,,,,,,
T,2022-02-27 16:34:14,-33.601217550,-70.522463930,776.1,63.4,4.7,-1.2,8.301,17.61,,,,,,
T,2022-02-27 16:34:15,-33.601222070,-70.522630050,776.3,55.5,4.7,1.4,8.317,15.43,,,,,,
T,2022-02-27 16:34:16,-33.601233420,-70.522826850,776.7,65.9,4.7,1.9,8.335,18.31,,,,,,
T,2022-02-27 16:34:17,-33.601249950,-70.523034880,777.0,69.8,4.7,1.4,8.354,19.39,,,,,,
T,2022-02-27 16:34:18,-33.601249700,-70.523234170,777.3,66.6,4.7,2.0,8.373,18.50,,,,,,
T,2022-02-27 16:34:19,-33.601258720,-70.523411650,777.3,59.4,4.7,-0.4,8.389,16.50,,,,,,
T,2022-02-27 16:34:20,-33.601265100,-70.523594680,776.9,61.2,4.7,-2.4,8.406,17.00,,,,,,
T,2022-02-27 16:34:21,-33.601272700,-70.523783670,776.4,63.2,4.7,-2.5,8.424,17.56,,,,,,
T,2022-02-27 16:34:22,-33.601273700,-70.523968550,776.1,61.8,4.7,-2.0,8.441,17.16,,,,,,
T,2022-02-27 16:34:23,-33.601281820,-70.524149650,775.6,60.6,4.7,-2.5,8.458,16.83,,,,,,
T,2022-02-27 16:34:24,-33.601305430,-70.524336030,775.4,63.0,4.7,-1.6,8.476,17.50,,,,,,
T,2022-02-27 16:34:25,-33.601305850,-70.524518800,775.4,61.1,4.7,0.2,8.492,16.96,,,,,,
T,2022-02-27 16:34:26,-33.601310970,-70.524682000,775.4,54.6,4.7,-0.3,8.508,15.16,,,,,,
T,2022-02-27 16:34:27,-33.601311880,-70.524842150,775.4,53.5,4.7,0.1,8.522,14.86,,,,,,
T,2022-02-27 16:34:28,-33.601321750,-70.525025200,775.2,61.3,4.7,-1.2,8.540,17.02,,,,,,
T,2022-02-27 16:34:29,-33.601331370,-70.525173570,774.7,49.7,4.7,-3.3,8.553,13.81,,,,,,
T,2022-02-27 16:34:30,-33.601333550,-70.525332630,774.4,53.2,4.7,-2.3,8.568,14.76,,,,,,
T,2022-02-27 16:34:31,-33.601332780,-70.525479570,774.1,49.1,4.7,-2.0,8.582,13.64,,,,,,
T,2022-02-27 16:34:32,-33.601337500,-70.525640070,773.7,53.7,4.7,-2.5,8.597,14.91,,,,,,
T,2022-02-27 16:34:33,-33.601345700,-70.525791030,773.3,50.5,4.7,-2.8,8.611,14.04,,,,,,
T,2022-02-27 16:34:34,-33.601356030,-70.525946370,773.3,52.1,4.6,-0.1,8.625,14.46,,,,,,
T,2022-02-27 16:34:35,-33.601380420,-70.526088600,773.3,48.5,4.5,-0.2,8.639,13.48,,,,,,
T,2022-02-27 16:34:36,-33.601405500,-70.526213570,773.2,42.9,4.4,-0.3,8.651,11.93,,,,,,
T,2022-02-27 16:34:37,-33.601447880,-70.526342680,773.1,46.3,4.3,-1.3,8.663,12.87,,,,,,
T,2022-02-27 16:34:38,-33.601507030,-70.526455320,772.8,44.4,4.1,-2.5,8.676,12.34,,,,,,
T,2022-02-27 16:34:39,-33.601587180,-70.526553370,772.3,45.8,4.0,-3.6,8.688,12.72,,,,,,
T,2022-02-27 16:34:40,-33.601679600,-70.526632230,771.9,45.3,3.7,-3.6,8.701,12.60,,,,,,
T,2022-02-27 16:34:41,-33.601774400,-70.526687270,771.9,42.1,3.5,0.1,8.713,11.69,,,,,,
T,2022-02-27 16:34:42,-33.601885980,-70.526703920,771.8,44.9,3.4,-0.9,8.725,12.47,,,,,,
T,2022-02-27 16:34:43,-33.601993480,-70.526700370,771.6,42.9,3.1,-1.0,8.737,11.93,,,,,,
T,2022-02-27 16:34:44,-33.602088430,-70.526661000,771.5,40.1,2.9,-1.3,8.748,11.15,,,,,,
T,2022-02-27 16:34:45,-33.602177420,-70.526593830,771.4,42.0,2.6,-0.4,8.760,11.67,,,,,,
T,2022-02-27 16:34:46,-33.602261280,-70.526508950,771.5,43.9,2.2,0.7,8.772,12.19,,,,,,
T,2022-02-27 16:34:47,-33.602327400,-70.526372830,771.8,52.6,2.1,2.0,8.787,14.61,,,,,,
T,2022-02-27 16:34:48,-33.602379570,-70.526239320,772.2,49.2,1.9,3.0,8.800,13.68,,,,,,
T,2022-02-27 16:34:49,-33.602399780,-70.526100970,772.7,46.9,1.7,3.3,8.813,13.03,,,,,,
T,2022-02-27 16:34:50,-33.602417380,-70.525949270,773.2,51.2,1.6,3.5,8.828,14.21,,,,,,
T,2022-02-27 16:34:51,-33.602398530,-70.525800320,773.3,50.3,1.4,0.8,8.842,13.98,,,,,,
T,2022-02-27 16:34:52,-33.602373730,-70.525643750,772.7,53.2,1.4,-4.2,8.856,14.79,,,,,,
T,2022-02-27 16:34:53,-33.602345030,-70.525504330,772.1,48.0,1.5,-4.2,8.870,13.33,,,,,,
T,2022-02-27 16:34:54,-33.602312420,-70.525371470,771.6,46.3,1.5,-4.0,8.883,12.85,,,,,,
T,2022-02-27 16:34:55,-33.602294000,-70.525245830,771.2,42.6,1.5,-3.5,8.894,11.84,,,,,,
T,2022-02-27 16:34:56,-33.602280980,-70.525113150,770.8,44.6,1.5,-3.2,8.907,12.40,,,,,,
T,2022-02-27 16:34:57,-33.602266930,-70.524973680,770.4,46.9,1.5,-2.6,8.920,13.04,,,,,,
T,2022-02-27 16:34:58,-33.602258150,-70.524839020,770.4,45.1,1.5,-0.3,8.932,12.54,,,,,,
T,2022-02-27 16:34:59,-33.602250420,-70.524705700,770.4,44.7,1.6,-0.2,8.945,12.40,,,,,,
T,2022-02-27 16:35:00,-33.602258500,-70.524567970,770.4,46.1,1.7,-0.1,8.958,12.81,,,,,,
T,2022-02-27 16:35:01,-33.602282370,-70.524431830,770.3,46.5,1.8,-0.2,8.971,12.91,,,,,,
T,2022-02-27 16:35:02,-33.602334500,-70.524302720,770.3,47.9,2.0,-0.5,8.984,13.31,,,,,,
T,2022-02-27 16:35:03,-33.602397500,-70.524182430,770.1,47.4,2.1,-1.0,8.997,13.17,,,,,,
T,2022-02-27 16:35:04,-33.602467180,-70.524064580,770.2,48.2,2.2,0.2,9.010,13.39,,,,,,
T,2022-02-27 16:35:05,-33.602542220,-70.523965400,770.7,44.7,2.3,4.6,9.023,12.41,,,,,,
T,2022-02-27 16:35:06,-33.602638650,-70.523881000,771.9,47.7,2.4,8.7,9.036,13.26,,,,,,
T,2022-02-27 16:35:07,-33.602735120,-70.523796920,772.9,47.7,2.5,7.8,9.049,13.24,,,,,,
T,2022-02-27 16:35:08,-33.602839320,-70.523723750,773.9,48.3,2.6,7.5,9.063,13.40,,,,,,
T,2022-02-27 16:35:09,-33.602938120,-70.523660870,774.8,44.7,2.7,7.0,9.075,12.42,,,,,,
T,2022-02-27 16:35:10,-33.603040450,-70.523609520,775.6,44.3,2.7,6.8,9.088,12.31,,,,,,
T,2022-02-27 16:35:11,-33.603140220,-70.523553130,776.4,44.1,2.6,5.9,9.100,12.24,,,,,,
T,2022-02-27 16:35:12,-33.603236250,-70.523480330,776.9,45.4,2.5,4.3,9.112,12.61,,,,,,
T,2022-02-27 16:35:13,-33.603323730,-70.523402980,777.3,43.5,2.5,2.9,9.124,12.07,,,,,,
T,2022-02-27 16:35:14,-33.603413800,-70.523320530,776.6,45.3,2.4,-5.5,9.137,12.58,,,,,,
T,2022-02-27 16:35:15,-33.603489980,-70.523232180,775.8,42.4,2.4,-6.2,9.149,11.77,,,,,,
T,2022-02-27 16:35:16,-33.603564170,-70.523137520,775.1,43.3,2.2,-6.5,9.161,12.04,,,,,,
T,2022-02-27 16:35:17,-33.603632620,-70.523028600,774.2,45.5,2.1,-6.7,9.173,12.64,,,,,,
T,2022-02-27 16:35:18,-33.603689070,-70.522914130,773.4,44.4,2.0,-6.9,9.186,12.33,,,,,,
T,2022-02-27 16:35:19,-33.603733600,-70.522786450,772.5,46.2,1.9,-6.8,9.199,12.84,,,,,,
T,2022-02-27 16:35:20,-33.603768280,-70.522662570,771.7,43.6,1.8,-6.8,9.211,12.12,,,,,,
T,2022-02-27 16:35:21,-33.603782170,-70.522529600,770.9,44.8,1.7,-6.0,9.223,12.44,,,,,,
T,2022-02-27 16:35:22,-33.603784050,-70.522390150,770.8,46.6,1.6,-1.1,9.236,12.94,,,,,,
T,2022-02-27 16:35:23,-33.603777030,-70.522261230,770.8,43.2,1.5,0.5,9.248,11.99,,,,,,
T,2022-02-27 16:35:24,-33.603747150,-70.522117400,771.0,49.5,1.4,1.4,9.262,13.75,,,,,,
T,2022-02-27 16:35:25,-33.603708300,-70.521983630,771.2,47.3,1.2,1.7,9.275,13.14,,,,,,
T,2022-02-27 16:35:26,-33.603653170,-70.521858970,771.5,47.1,1.2,2.1,9.288,13.09,,,,,,
T,2022-02-27 16:35:27,-33.603584780,-70.521737900,771.8,48.8,1.0,2.3,9.302,13.56,,,,,,
T,2022-02-27 16:35:28,-33.603512000,-70.521634020,772.4,45.3,0.9,4.4,9.314,12.57,,,,,,
T,2022-02-27 16:35:29,-33.603423150,-70.521537000,773.6,48.1,0.8,9.0,9.328,13.35,,,,,,
T,2022-02-27 16:35:30,-33.603327850,-70.521435930,774.9,50.9,0.7,9.6,9.342,14.13,,,,,,
T,2022-02-27 16:35:31,-33.603227780,-70.521336700,775.6,51.9,0.7,4.4,9.356,14.42,,,,,,
T,2022-02-27 16:35:32,-33.603139600,-70.521235120,776.1,48.9,0.8,4.2,9.370,13.58,,,,,,
T,2022-02-27 16:35:33,-33.603051230,-70.521132620,776.6,49.2,0.7,3.5,9.383,13.66,,,,,,
T,2022-02-27 16:35:34,-33.602960200,-70.521040450,776.9,47.6,0.7,2.2,9.397,13.23,,,,,,
T,2022-02-27 16:35:35,-33.602867820,-70.520950030,777.1,47.7,0.7,1.4,9.410,13.24,,,,,,
T,2022-02-27 16:35:36,-33.602772730,-70.520859030,777.2,48.6,0.7,0.6,9.423,13.51,,,,,,
T,2022-02-27 16:35:37,-33.602679020,-70.520767650,777.2,48.3,0.7,-0.0,9.437,13.42,,,,,,
T,2022-02-27 16:35:38,-33.602587950,-70.520683770,777.1,45.9,0.7,-0.3,9.450,12.75,,,,,,
T,2022-02-27 16:35:39,-33.602499550,-70.520591220,777.2,46.9,0.8,0.2,9.463,13.04,,,,,,
T,2022-02-27 16:35:40,-33.602418570,-70.520500780,777.7,44.3,0.8,4.5,9.475,12.29,,,,,,
T,2022-02-27 16:35:41,-33.602332770,-70.520406200,778.2,46.6,0.8,4.1,9.488,12.95,,,,,,
T,2022-02-27 16:35:42,-33.602256970,-70.520316920,778.7,42.5,0.8,3.9,9.500,11.80,,,,,,
T,2022-02-27 16:35:43,-33.602182080,-70.520232400,779.1,41.1,0.9,3.5,9.511,11.43,,,,,,
T,2022-02-27 16:35:44,-33.602113830,-70.520141650,779.5,40.8,0.9,3.4,9.522,11.32,,,,,,
T,2022-02-27 16:35:45,-33.602048470,-70.520049730,779.8,40.3,0.9,3.1,9.534,11.20,,,,,,
T,2022-02-27 16:35:46,-33.601986050,-70.519951420,780.1,41.2,1.0,2.1,9.545,11.45,,,,,,
T,2022-02-27 16:35:47,-33.601934830,-70.519854080,780.2,38.4,1.1,1.0,9.556,10.67,,,,,,
T,2022-02-27 16:35:48,-33.601883770,-70.519752850,780.2,39.5,1.1,0.6,9.567,10.97,,,,,,
T,2022-02-27 16:35:49,-33.601834230,-70.519656720,780.2,37.7,1.1,0.2,9.577,10.48,,,,,,
T,2022-02-27 16:35:51,-33.601740650,-70.519471420,780.2,36.2,0.9,-0.4,9.597,20.09,,,,,,
T,2022-02-27 16:35:53,-33.601639150,-70.519326650,780.1,31.6,0.6,-0.4,9.615,17.53,,,,,,
T,2022-02-27 16:35:55,-33.601495280,-70.519279420,780.6,29.8,0.1,3.1,9.631,16.55,,,,,,
T,2022-02-27 16:35:57,-33.601331600,-70.519352400,781.2,34.9,5.8,3.0,9.651,19.38,,,,,,
T,2022-02-27 16:35:58,-33.601249350,-70.519428330,781.5,41.5,5.6,2.6,9.662,11.53,,,,,,
T,2022-02-27 16:35:59,-33.601191870,-70.519512520,781.7,36.3,5.3,2.1,9.672,10.08,,,,,,
T,2022-02-27 16:36:00,-33.601154170,-70.519629580,781.8,41.9,5.1,1.2,9.684,11.64,,,,,,
T,2022-02-27 16:36:01,-33.601132950,-70.519762400,781.9,45.2,4.9,0.6,9.697,12.55,,,,,,
T,2022-02-27 16:36:02,-33.601135730,-70.519921070,781.9,53.0,4.8,-0.1,9.711,14.73,,,,,,
T,2022-02-27 16:36:03,-33.601151830,-70.520084380,781.7,54.9,4.7,-1.7,9.726,15.26,,,,,,
T,2022-02-27 16:36:04,-33.601167900,-70.520242450,781.2,53.2,4.7,-3.0,9.741,14.78,,,,,,
T,2022-02-27 16:36:05,-33.601179870,-70.520399230,780.8,52.6,4.7,-2.9,9.756,14.61,,,,,,
T,2022-02-27 16:36:06,-33.601191280,-70.520562650,780.4,54.8,4.7,-2.8,9.771,15.22,,,,,,
T,2022-02-27 16:36:07,-33.601202200,-70.520732050,779.9,56.8,4.7,-2.8,9.787,15.77,,,,,,
T,2022-02-27 16:36:08,-33.601211370,-70.520898770,779.4,55.8,4.7,-3.1,9.802,15.51,,,,,,
T,2022-02-27 16:36:09,-33.601219250,-70.521070520,778.9,57.5,4.7,-3.5,9.818,15.96,,,,,,
T,2022-02-27 16:36:10,-33.601229230,-70.521257820,778.3,62.7,4.7,-3.5,9.836,17.42,,,,,,
T,2022-02-27 16:36:11,-33.601227770,-70.521437680,777.7,60.1,4.7,-3.3,9.852,16.69,,,,,,
T,2022-02-27 16:36:12,-33.601233270,-70.521611800,777.2,58.2,4.7,-3.3,9.869,16.17,,,,,,
T,2022-02-27 16:36:13,-33.601233100,-70.521787470,776.9,58.7,4.7,-1.9,9.885,16.30,,,,,,
T,2022-02-27 16:36:14,-33.601229480,-70.521946050,776.7,53.0,4.7,-1.2,9.900,14.72,,,,,,
T,2022-02-27 16:36:15,-33.601234180,-70.522147270,776.4,67.3,4.7,-1.3,9.918,18.68,,,,,,
T,2022-02-27 16:36:16,-33.601248070,-70.522356350,776.2,70.1,4.7,-1.4,9.938,19.47,,,,,,
T,2022-02-27 16:36:17,-33.601258970,-70.522561920,776.1,68.8,4.7,-0.5,9.957,19.12,,,,,,
T,2022-02-27 16:36:18,-33.601258950,-70.522763080,776.4,67.2,4.7,1.8,9.976,18.67,,,,,,
T,2022-02-27 16:36:19,-33.601264420,-70.522970450,776.7,69.3,4.7,1.6,9.995,19.26,,,,,,
T,2022-02-27 16:36:20,-33.601278150,-70.523160820,776.9,63.8,4.7,1.1,10.013,17.73,,,,,,
T,2022-02-27 16:36:21,-33.601278220,-70.523382570,777.1,74.1,4.7,0.8,10.033,20.58,,,,,,
T,2022-02-27 16:36:22,-33.601278820,-70.523597270,776.7,71.7,4.7,-2.0,10.053,19.93,,,,,,
T,2022-02-27 16:36:23,-33.601284000,-70.523803970,776.3,69.1,4.7,-2.3,10.072,19.19,,,,,,
T,2022-02-27 16:36:24,-33.601287850,-70.524019180,775.8,71.9,4.7,-2.2,10.092,19.98,,,,,,
T,2022-02-27 16:36:25,-33.601302570,-70.524245850,775.4,76.0,4.7,-2.0,10.113,21.10,,,,,,
T,2022-02-27 16:36:26,-33.601313970,-70.524455200,775.3,70.1,4.7,-0.6,10.133,19.47,,,,,,
T,2022-02-27 16:36:27,-33.601316600,-70.524654900,775.3,66.7,4.7,-0.1,10.151,18.54,,,,,,
T,2022-02-27 16:36:28,-33.601316100,-70.524839470,775.3,61.7,4.7,0.2,10.169,17.13,,,,,,
T,2022-02-27 16:36:29,-33.601326370,-70.525020700,775.1,60.7,4.7,-1.2,10.185,16.86,,,,,,
T,2022-02-27 16:36:30,-33.601327750,-70.525219900,774.7,66.6,4.7,-2.2,10.204,18.49,,,,,,
T,2022-02-27 16:36:31,-33.601335250,-70.525403250,774.2,61.3,4.7,-2.8,10.221,17.04,,,,,,
T,2022-02-27 16:36:32,-33.601343700,-70.525552780,773.8,50.1,4.7,-3.0,10.235,13.91,,,,,,
T,2022-02-27 16:36:33,-33.601360050,-70.525687580,773.3,45.5,4.6,-3.8,10.247,12.64,,,,,,
T,2022-02-27 16:36:34,-33.601366150,-70.525852950,773.0,55.3,4.6,-2.0,10.263,15.36,,,,,,
T,2022-02-27 16:36:35,-33.601385120,-70.526011600,773.1,53.5,4.5,0.4,10.278,14.87,,,,,,
T,2022-02-27 16:36:36,-33.601418330,-70.526158220,773.0,50.8,4.5,-0.6,10.292,14.10,,,,,,
T,2022-02-27 16:36:37,-33.601459700,-70.526301350,772.9,50.6,4.3,-0.9,10.306,14.05,,,,,,
T,2022-02-27 16:36:38,-33.601507830,-70.526428470,772.7,46.6,4.2,-1.3,10.319,12.95,,,,,,
T,2022-02-27 16:36:39,-33.601586120,-70.526553180,772.3,52.1,3.9,-2.6,10.333,14.47,,,,,,
T,2022-02-27 16:36:40,-33.601690070,-70.526625880,771.8,48.1,3.7,-3.7,10.347,13.36,,,,,,
T,2022-02-27 16:36:41,-33.601796170,-70.526677980,771.8,45.8,3.5,0.1,10.359,12.72,,,,,,
T,2022-02-27 16:36:42,-33.601904880,-70.526715300,771.7,45.2,3.4,-0.8,10.372,12.55,,,,,,
T,2022-02-27 16:36:43,-33.602017350,-70.526720380,771.6,44.9,3.1,-0.9,10.384,12.48,,,,,,
T,2022-02-27 16:36:44,-33.602124550,-70.526701950,771.5,43.2,2.9,-1.1,10.396,12.01,,,,,,
T,2022-02-27 16:36:45,-33.602218030,-70.526635430,771.4,43.4,2.6,-1.0,10.408,12.07,,,,,,
T,2022-02-27 16:36:46,-33.602293250,-70.526543630,771.5,42.9,2.4,0.8,10.420,11.92,,,,,,
T,2022-02-27 16:36:47,-33.602354250,-70.526421530,771.7,47.5,2.2,2.1,10.434,13.20,,,,,,
T,2022-02-27 16:36:48,-33.602405870,-70.526284230,772.2,50.3,2.0,3.1,10.448,13.97,,,,,,
T,2022-02-27 16:36:49,-33.602429880,-70.526147000,772.6,46.8,1.8,3.5,10.461,13.01,,,,,,
T,2022-02-27 16:36:50,-33.602435850,-70.526000680,773.1,48.9,1.6,3.4,10.474,13.60,,,,,,
T,2022-02-27 16:36:51,-33.602412030,-70.525859300,773.4,48.2,1.6,2.2,10.488,13.39,,,,,,
T,2022-02-27 16:36:52,-33.602382100,-70.525723380,773.0,47.0,1.5,-3.4,10.501,13.04,,,,,,
T,2022-02-27 16:36:53,-33.602352520,-70.525588620,772.4,46.6,1.4,-4.4,10.514,12.93,,,,,,
T,2022-02-27 16:36:54,-33.602326550,-70.525452150,771.9,46.8,1.4,-4.0,10.527,12.99,,,,,,
T,2022-02-27 16:36:55,-33.602307020,-70.525316070,771.4,46.1,1.4,-3.6,10.539,12.81,,,,,,
T,2022-02-27 16:36:56,-33.602287630,-70.525186500,771.0,44.0,1.4,-3.4,10.552,12.22,,,,,,
T,2022-02-27 16:36:57,-33.602268880,-70.525051430,770.6,45.7,1.5,-3.2,10.564,12.71,,,,,,
T,2022-02-27 16:36:58,-33.602253720,-70.524916720,770.4,45.4,1.5,-1.4,10.577,12.62,,,,,,
T,2022-02-27 16:36:59,-33.602244850,-70.524782970,770.4,44.8,1.5,-0.3,10.589,12.45,,,,,,
T,2022-02-27 16:37:00,-33.602242300,-70.524637170,770.4,48.7,1.6,-0.1,10.603,13.54,,,,,,
T,2022-02-27 16:37:01,-33.602255780,-70.524486600,770.3,50.6,1.7,-0.1,10.617,14.05,,,,,,
T,2022-02-27 16:37:02,-33.602289900,-70.524348000,770.3,48.3,1.8,-0.3,10.630,13.41,,,,,,
T,2022-02-27 16:37:03,-33.602338020,-70.524232780,770.2,43.0,2.0,-0.7,10.642,11.95,,,,,,
T,2022-02-27 16:37:04,-33.602400220,-70.524131300,770.2,42.0,2.2,-0.5,10.654,11.68,,,,,,
T,2022-02-27 16:37:05,-33.602482350,-70.524041550,770.2,44.4,2.4,0.1,10.666,12.34,,,,,,
T,2022-02-27 16:37:06,-33.602571600,-70.523957400,771.1,45.4,2.5,7.2,10.679,12.61,,,,,,
T,2022-02-27 16:37:07,-33.602670180,-70.523887980,772.2,45.7,2.5,9.1,10.692,12.69,,,,,,
T,2022-02-27 16:37:08,-33.602771470,-70.523821150,773.3,46.2,2.6,8.4,10.704,12.83,,,,,,
T,2022-02-27 16:37:09,-33.602861630,-70.523743030,774.2,44.5,2.6,6.9,10.717,12.35,,,,,,
T,2022-02-27 16:37:10,-33.602959850,-70.523670680,775.0,46.1,2.6,6.6,10.730,12.80,,,,,,
T,2022-02-27 16:37:11,-33.603059600,-70.523597530,775.8,46.7,2.6,5.8,10.743,12.98,,,,,,
T,2022-02-27 16:37:12,-33.603158600,-70.523531970,776.4,45.2,2.6,5.3,10.755,12.55,,,,,,
T,2022-02-27 16:37:13,-33.603256920,-70.523457870,777.0,46.4,2.6,4.1,10.768,12.89,,,,,,
T,2022-02-27 16:37:14,-33.603352600,-70.523377100,777.1,46.8,2.5,1.1,10.781,12.99,,,,,,
T,2022-02-27 16:37:15,-33.603437850,-70.523289530,776.3,44.9,2.4,-6.4,10.793,12.47,,,,,,
T,2022-02-27 16:37:16,-33.603512430,-70.523192620,775.6,44.0,2.3,-6.3,10.806,12.22,,,,,,
T,2022-02-27 16:37:17,-33.603575320,-70.523081780,774.8,44.7,2.2,-6.5,10.818,12.43,,,,,,
T,2022-02-27 16:37:18,-33.603636250,-70.522968820,773.9,44.9,2.1,-6.8,10.831,12.47,,,,,,
T,2022-02-27 16:37:19,-33.603682620,-70.522848370,773.1,44.3,2.0,-6.7,10.843,12.31,,,,,,
T,2022-02-27 16:37:20,-33.603715650,-70.522726630,772.3,42.8,1.9,-6.5,10.855,11.88,,,,,,
T,2022-02-27 16:37:21,-33.603742670,-70.522595670,771.5,45.1,1.8,-6.4,10.867,12.52,,,,,,
T,2022-02-27 16:37:22,-33.603755450,-70.522466500,771.0,43.5,1.6,-4.5,10.879,12.07,,,,,,
T,2022-02-27 16:37:23,-33.603750600,-70.522328350,771.0,46.2,1.6,0.3,10.892,12.83,,,,,,
T,2022-02-27 16:37:24,-33.603740130,-70.522202620,771.1,42.2,1.5,0.6,10.904,11.73,,,,,,
T,2022-02-27 16:37:25,-33.603715900,-70.522072280,771.2,44.6,1.3,1.1,10.916,12.39,,,,,,
T,2022-02-27 16:37:26,-33.603683800,-70.521954050,771.4,41.5,1.2,1.5,10.928,11.54,,,,,,
T,2022-02-27 16:37:27,-33.603626350,-70.521844580,771.7,43.2,1.0,2.4,10.940,11.99,,,,,,
T,2022-02-27 16:37:28,-33.603551930,-70.521740100,772.0,45.8,0.9,2.6,10.953,12.73,,,,,,
T,2022-02-27 16:37:29,-33.603471650,-70.521645380,772.5,45.0,0.8,4.0,10.965,12.51,,,,,,
T,2022-02-27 16:37:30,-33.603382950,-70.521555950,773.7,46.3,0.7,9.0,10.978,12.87,,,,,,
T,2022-02-27 16:37:31,-33.603300020,-70.521467730,774.6,44.3,0.7,8.0,10.990,12.31,,,,,,
T,2022-02-27 16:37:32,-33.603212900,-70.521383250,775.2,44.8,0.7,4.4,11.003,12.44,,,,,,
T,2022-02-27 16:37:33,-33.603131920,-70.521289730,775.7,45.0,0.7,4.4,11.015,12.49,,,,,,
T,2022-02-27 16:37:34,-33.603041220,-70.521186220,776.2,50.1,0.7,3.6,11.029,13.91,,,,,,
T,2022-02-27 16:37:35,-33.602953920,-70.521085970,776.6,48.3,0.7,2.8,11.043,13.43,,,,,,
T,2022-02-27 16:37:36,-33.602862250,-70.520987480,776.9,49.2,0.7,1.9,11.056,13.67,,,,,,
T,2022-02-27 16:37:37,-33.602771650,-70.520891850,777.0,48.3,0.7,1.0,11.070,13.41,,,,,,
T,2022-02-27 16:37:38,-33.602682030,-70.520797580,777.0,47.7,0.7,0.3,11.083,13.24,,,,,,
T,2022-02-27 16:37:39,-33.602593850,-70.520705350,777.1,46.8,0.7,0.2,11.096,13.00,,,,,,
T,2022-02-27 16:37:40,-33.602505170,-70.520614520,777.1,46.6,0.7,0.1,11.109,12.95,,,,,,
T,2022-02-27 16:37:41,-33.602419170,-70.520528350,777.6,44.8,0.8,4.1,11.121,12.45,,,,,,
T,2022-02-27 16:37:42,-33.602337480,-70.520438380,778.1,44.4,0.8,4.2,11.134,12.32,,,,,,
T,2022-02-27 16:37:43,-33.602249780,-70.520351800,778.6,45.4,0.8,3.7,11.146,12.62,,,,,,
T,2022-02-27 16:37:44,-33.602175420,-70.520253350,779.0,44.3,0.8,3.7,11.159,12.31,,,,,,
T,2022-02-27 16:37:45,-33.602100420,-70.520153200,779.4,44.9,0.9,3.4,11.171,12.47,,,,,,
T,2022-02-27 16:37:46,-33.602038070,-70.520062550,779.8,39.2,0.9,3.1,11.182,10.89,,,,,,
T,2022-02-27 16:37:47,-33.601982850,-70.519959700,780.1,40.8,1.0,2.4,11.193,11.34,,,,,,
T,2022-02-27 16:37:48,-33.601923920,-70.519854050,780.2,42.4,1.0,0.9,11.205,11.78,,,,,,
T,2022-02-27 16:37:49,-33.601868770,-70.519736350,780.2,45.1,1.0,0.5,11.218,12.52,,,,,,
T,2022-02-27 16:37:50,-33.601816650,-70.519636930,780.2,39.2,1.1,0.0,11.228,10.89,,,,,,
T,2022-02-27 16:37:51,-33.601767400,-70.519534380,780.2,39.5,1.0,-0.3,11.239,10.97,,,,,,
T,2022-02-27 16:37:53,-33.601665550,-70.519385850,780.0,32.1,0.7,-1.1,11.257,17.82,,,,,,
T,2022-02-27 16:37:55,-33.601518300,-70.519293200,780.5,33.2,0.3,2.9,11.276,18.46,,,,,,
T,2022-02-27 16:37:57,-33.601350130,-70.519284030,781.1,33.6,6.0,3.2,11.294,18.67,,,,,,
T,2022-02-27 16:37:58,-33.601254980,-70.519336020,781.5,41.8,5.8,2.9,11.306,11.60,,,,,,
T,2022-02-27 16:37:59,-33.601170530,-70.519423220,781.8,44.6,5.5,2.5,11.318,12.38,,,,,,
T,2022-02-27 16:38:00,-33.601104150,-70.519529570,782.0,44.3,5.3,1.9,11.331,12.31,,,,,,
T,2022-02-27 16:38:01,-33.601075820,-70.519672180,782.1,49.0,5.1,0.7,11.344,13.60,,,,,,
T,2022-02-27 16:38:02,-33.601062880,-70.519817800,782.2,48.9,4.8,0.3,11.358,13.59,,,,,,
T,2022-02-27 16:38:03,-33.601083150,-70.519976530,782.1,53.7,4.7,-0.5,11.373,14.90,,,,,,
T,2022-02-27 16:38:04,-33.601110700,-70.520129500,781.7,52.3,4.7,-2.8,11.387,14.52,,,,,,
T,2022-02-27 16:38:05,-33.601135200,-70.520280480,781.2,51.4,4.7,-3.2,11.402,14.27,,,,,,
T,2022-02-27 16:38:06,-33.601148970,-70.520435130,780.8,52.0,4.7,-2.9,11.416,14.43,,,,,,
T,2022-02-27 16:38:07,-33.601153220,-70.520594000,780.4,53.1,4.7,-2.7,11.431,14.75,,,,,,
T,2022-02-27 16:38:08,-33.601162920,-70.520758080,780.0,55.0,4.7,-2.8,11.446,15.27,,,,,,
T,2022-02-27 16:38:09,-33.601173320,-70.520927670,779.5,56.8,4.7,-3.4,11.462,15.78,,,,,,
T,2022-02-27 16:38:10,-33.601167870,-70.521107650,778.9,60.2,4.7,-3.5,11.478,16.72,,,,,,
T,2022-02-27 16:38:11,-33.601172130,-70.521286880,778.3,59.9,4.7,-3.7,11.495,16.64,,,,,,
T,2022-02-27 16:38:12,-33.601178250,-70.521461730,777.7,58.5,4.7,-3.6,11.511,16.24,,,,,,
