latitude;longitude;altitude (m);distance (km)
-33.6019;-70.5197;780.3;40.195
-33.6018;-70.5196;780.3;40.207
-33.6018;-70.5195;780.3;40.218
-33.6017;-70.5194;780.1;40.228
-33.6016;-70.5193;780.1;40.239
-33.6015;-70.5193;780.5;40.251
-33.6014;-70.5193;780.9;40.263
-33.6013;-70.5194;781.3;40.275
-33.6012;-70.5194;781.6;40.287
-33.6012;-70.5196;781.8;40.303
-33.6011;-70.5197;782.0;40.316
-33.6011;-70.5199;782.0;40.332
-33.6011;-70.52;781.8;40.348
-33.6011;-70.5202;781.4;40.362
-33.6012;-70.5204;781.0;40.376
-33.6012;-70.5205;780.6;40.391
-33.6012;-70.5207;780.2;40.405
-33.6012;-70.5208;779.8;40.42
-33.6012;-70.521;779.3;40.435
-33.6012;-70.5212;778.7;40.451
-33.6012;-70.5213;778.1;40.467
-33.6012;-70.5215;777.5;40.484
-33.6012;-70.5217;777.0;40.5
-33.6012;-70.5219;776.8;40.519
-33.6012;-70.5221;776.5;40.538
-33.6012;-70.5223;776.3;40.557
-33.6012;-70.5225;776.1;40.574
-33.6013;-70.5227;776.3;40.593
-33.6013;-70.5229;776.6;40.613
-33.6013;-70.5231;776.9;40.632
-33.6013;-70.5233;777.3;40.653
-33.6013;-70.5235;777.0;40.673
-33.6013;-70.5238;776.5;40.695
-33.6013;-70.524;776.1;40.715
-33.6013;-70.5242;775.7;40.736
-33.6013;-70.5245;775.7;40.759
-33.6013;-70.5247;775.8;40.781
-33.6013;-70.5249;775.6;40.802
-33.6013;-70.5251;775.0;40.821
-33.6013;-70.5253;774.3;40.84
-33.6013;-70.5255;774.0;40.858
-33.6013;-70.5257;773.5;40.876
-33.6014;-70.5259;773.2;40.891
-33.6014;-70.5261;773.2;40.907
-33.6014;-70.5262;773.2;40.923
-33.6015;-70.5264;773.0;40.937
-33.6016;-70.5265;772.4;40.953
-33.6017;-70.5266;771.8;40.968
-33.6018;-70.5267;771.9;40.983
-33.6019;-70.5267;771.7;40.998
-33.602;-70.5267;771.6;41.011
-33.6021;-70.5266;771.4;41.023
-33.6022;-70.5266;771.4;41.035
-33.6023;-70.5265;771.6;41.048
-33.6024;-70.5263;772.0;41.063
-33.6024;-70.5262;772.5;41.079
-33.6024;-70.526;773.1;41.095
-33.6024;-70.5258;773.5;41.11
-33.6024;-70.5257;772.9;41.125
-33.6024;-70.5255;772.3;41.139
-33.6024;-70.5254;771.7;41.154
-33.6023;-70.5252;771.2;41.168
-33.6023;-70.5251;770.7;41.182
-33.6023;-70.5249;770.4;41.197
-33.6022;-70.5248;770.4;41.212
-33.6022;-70.5246;770.3;41.225
-33.6022;-70.5245;770.3;41.239
-33.6023;-70.5243;770.3;41.253
-33.6023;-70.5242;770.2;41.267
-33.6024;-70.5241;770.2;41.282
-33.6025;-70.524;770.6;41.297
-33.6026;-70.5239;771.9;41.312
-33.6027;-70.5238;773.0;41.326
-33.6029;-70.5237;774.1;41.341
-33.603;-70.5236;775.1;41.355
-33.6031;-70.5236;776.0;41.37
-33.6032;-70.5235;776.6;41.384
-33.6033;-70.5234;777.1;41.398
-33.6034;-70.5233;776.6;41.412
-33.6035;-70.5232;775.8;41.425
-33.6036;-70.5231;774.9;41.438
-33.6036;-70.523;774.0;41.452
-33.6037;-70.5228;773.1;41.466
-33.6037;-70.5227;772.1;41.48
-33.6037;-70.5226;771.3;41.493
-33.6038;-70.5224;770.9;41.508
-33.6038;-70.5223;771.0;41.522
-33.6037;-70.5221;771.1;41.535
-33.6037;-70.522;771.3;41.549
-33.6036;-70.5218;771.6;41.563
-33.6036;-70.5217;771.9;41.578
-33.6035;-70.5216;773.0;41.593
-33.6034;-70.5215;774.3;41.607
-33.6033;-70.5214;775.3;41.621
-33.6032;-70.5213;775.7;41.635
-33.6031;-70.5212;776.1;41.648
-33.603;-70.5211;776.4;41.661
-33.6029;-70.521;776.6;41.676
-33.6028;-70.5209;776.8;41.691
-33.6027;-70.5208;776.8;41.705
-33.6026;-70.5207;776.8;41.719
-33.6025;-70.5206;777.0;41.734
-33.6024;-70.5205;777.6;41.749
-33.6023;-70.5204;778.2;41.762
-33.6022;-70.5203;778.7;41.776
-33.6021;-70.5202;779.2;41.791
-33.602;-70.5201;779.7;41.804
-33.602;-70.52;780.0;41.817
-33.6019;-70.5199;780.1;41.829
-33.6019;-70.5197;780.2;41.843
-33.6018;-70.5196;780.2;41.856
-33.6017;-70.5195;780.2;41.868
-33.6017;-70.5194;780.0;41.88
-33.6016;-70.5193;780.3;41.892
-33.6015;-70.5193;780.6;41.903
-33.6014;-70.5193;781.0;41.914
-33.6013;-70.5193;781.4;41.926
-33.6012;-70.5193;781.7;41.939
-33.6011;-70.5194;782.1;41.95
-33.6011;-70.5195;782.2;41.961
-33.601;-70.5196;782.3;41.974
-33.6011;-70.5198;782.2;41.99
-33.6011;-70.5199;782.1;42.006
-33.6011;-70.5201;781.7;42.022
-33.6011;-70.5203;781.3;42.037
-33.6011;-70.5204;780.8;42.052
-33.6012;-70.5206;780.4;42.069
-33.6012;-70.5208;779.9;42.084
-33.6012;-70.5209;779.4;42.099
-33.6012;-70.5211;778.8;42.115
-33.6012;-70.5213;778.2;42.131
-33.6012;-70.5214;777.7;42.146
-33.6012;-70.5216;777.2;42.161
-33.6012;-70.5218;776.9;42.178
-33.6012;-70.522;776.7;42.193
-33.6012;-70.5221;776.5;42.209
-33.6012;-70.5223;776.3;42.224
-33.6012;-70.5225;776.1;42.241
-33.6012;-70.5226;776.2;42.256
-33.6013;-70.5228;776.5;42.273
-33.6013;-70.523;776.8;42.288
-33.6013;-70.5232;777.0;42.305
-33.6013;-70.5233;777.3;42.322
-33.6013;-70.5235;777.0;42.338
-33.6013;-70.5237;776.8;42.355
-33.6013;-70.5239;776.4;42.374
-33.6013;-70.5241;776.0;42.39
-33.6013;-70.5243;775.8;42.408
-33.6013;-70.5244;775.8;42.425
-33.6013;-70.5246;775.7;42.441
-33.6013;-70.5248;775.6;42.457
-33.6013;-70.525;775.6;42.474
-33.6013;-70.5251;775.2;42.489
-33.6013;-70.5253;774.8;42.505
-33.6013;-70.5255;774.4;42.52
-33.6013;-70.5256;774.0;42.534
-33.6013;-70.5258;773.5;42.549
-33.6014;-70.526;773.3;42.566
-33.6014;-70.5261;773.2;42.581
-33.6014;-70.5263;773.0;42.595
-33.6015;-70.5264;772.6;42.612
-33.6016;-70.5265;772.1;42.627
-33.6017;-70.5266;771.8;42.641
-33.6019;-70.5266;771.7;42.656
-33.602;-70.5266;771.6;42.671
-33.6021;-70.5266;771.5;42.685
-33.6022;-70.5265;771.5;42.7
-33.6023;-70.5264;771.7;42.713
-33.6024;-70.5263;772.1;42.727
-33.6024;-70.5262;772.5;42.74
-33.6024;-70.526;773.1;42.756
-33.6024;-70.5258;773.5;42.772
-33.6024;-70.5256;772.9;42.787
-33.6024;-70.5255;772.2;42.802
-33.6023;-70.5253;771.6;42.817
-33.6023;-70.5252;771.0;42.832
-33.6023;-70.525;770.5;42.848
-33.6023;-70.5248;770.4;42.863
-33.6023;-70.5247;770.4;42.879
-33.6023;-70.5245;770.3;42.894
-33.6023;-70.5244;770.3;42.907
-33.6023;-70.5242;770.2;42.92
-33.6024;-70.5241;770.1;42.936
-33.6025;-70.524;770.5;42.952
-33.6026;-70.5239;771.8;42.968
-33.6027;-70.5238;772.8;42.981
-33.6028;-70.5237;774.0;42.998
-33.603;-70.5236;775.4;43.017
-33.6031;-70.5235;776.2;43.031
-33.6033;-70.5235;776.9;43.048
-33.6034;-70.5234;777.0;43.063
-33.6035;-70.5233;776.0;43.078
-33.6035;-70.5231;775.2;43.092
-33.6036;-70.523;774.2;43.108
-33.6036;-70.5228;773.2;43.123
-33.6037;-70.5227;772.1;43.139
-33.6037;-70.5225;771.1;43.156
-33.6037;-70.5223;771.0;43.171
-33.6037;-70.5222;771.2;43.186
-33.6037;-70.522;771.4;43.201
-33.6036;-70.5218;771.8;43.219
-33.6035;-70.5217;772.1;43.234
-33.6034;-70.5216;773.2;43.25
-33.6033;-70.5215;774.6;43.265
-33.6032;-70.5214;775.3;43.282
-33.6031;-70.5213;775.8;43.295
-33.603;-70.5212;776.4;43.311
-33.6029;-70.521;776.7;43.33
-33.6028;-70.5209;776.8;43.348
-33.6026;-70.5208;776.7;43.363
-33.6025;-70.5207;776.7;43.378
-33.6024;-70.5206;777.3;43.394
-33.6023;-70.5205;777.9;43.409
-33.6022;-70.5204;778.4;43.423
-33.6022;-70.5203;778.9;43.437
-33.6021;-70.5202;779.4;43.45
-33.602;-70.5201;779.8;43.461
-33.602;-70.5199;780.1;43.474
-33.6019;-70.5198;780.2;43.488
-33.6018;-70.5197;780.2;43.501
-33.6018;-70.5196;780.2;43.514
-33.6017;-70.5195;780.1;43.528
-33.6016;-70.5194;780.1;43.54
-33.6016;-70.5193;780.4;43.553
-33.6015;-70.5192;780.7;43.564
-33.6014;-70.5192;781.1;43.576
-33.6012;-70.5192;781.6;43.591
-33.6011;-70.5193;782.0;43.606
-33.601;-70.5194;782.4;43.618
-33.601;-70.5196;782.4;43.639
-33.6011;-70.5198;782.2;43.663
-33.6011;-70.52;782.1;43.68
-33.6011;-70.5202;781.6;43.697
-33.6011;-70.5204;781.0;43.716
-33.6011;-70.5206;780.5;43.733
-33.6012;-70.5208;780.0;43.751
-33.6012;-70.521;779.4;43.769
-33.6012;-70.5212;778.7;43.787
-33.6012;-70.5213;778.1;43.802
-33.6012;-70.5215;777.5;43.82
-33.6012;-70.5217;776.9;43.84
-33.6012;-70.5219;776.7;43.856
-33.6012;-70.5221;776.5;43.875
-33.6012;-70.5223;776.3;43.893
-33.6012;-70.5225;776.0;43.91
-33.6013;-70.5227;776.3;43.928
-33.6013;-70.5229;776.6;43.947
-33.6013;-70.5231;776.9;43.968
-33.6013;-70.5233;777.1;43.989
-33.6013;-70.5236;776.5;44.01
-33.6013;-70.5238;776.1;44.03
-33.6013;-70.524;775.7;44.051
-33.6013;-70.5242;775.4;44.072
-33.6013;-70.5244;775.4;44.093
-33.6013;-70.5247;775.3;44.115
-33.6013;-70.5249;775.4;44.134
-33.6013;-70.5251;775.0;44.154
-33.6013;-70.5253;774.6;44.173
-33.6013;-70.5255;774.1;44.19
-33.6013;-70.5257;773.8;44.208
-33.6013;-70.5258;773.4;44.223
-33.6014;-70.526;773.3;44.237
-33.6014;-70.5262;773.1;44.253
-33.6015;-70.5263;772.7;44.269
-33.6016;-70.5265;772.3;44.287
-33.6017;-70.5266;771.6;44.301
-33.6018;-70.5266;771.7;44.316
-33.6019;-70.5266;771.6;44.33
-33.6021;-70.5266;771.5;44.345
-33.6022;-70.5265;771.5;44.358
-33.6023;-70.5265;771.6;44.373
-33.6023;-70.5263;771.9;44.386
-33.6024;-70.5262;772.4;44.401
-33.6024;-70.526;772.9;44.415
-33.6024;-70.5259;773.5;44.429
-33.6024;-70.5257;773.2;44.444
-33.6024;-70.5256;772.5;44.458
-33.6023;-70.5255;772.0;44.471
-33.6023;-70.5253;771.4;44.486
-33.6023;-70.5251;770.9;44.501
-33.6023;-70.525;770.5;44.516
-33.6023;-70.5248;770.4;44.53
-33.6023;-70.5247;770.4;44.545
-33.6023;-70.5245;770.3;44.559
-33.6023;-70.5244;770.3;44.571
-33.6023;-70.5243;770.3;44.585
-33.6024;-70.5241;770.2;44.599
-33.6025;-70.524;770.2;44.614
-33.6026;-70.5239;771.3;44.629
-33.6027;-70.5238;772.6;44.645
-33.6028;-70.5237;773.8;44.659
-33.6029;-70.5237;774.8;44.674
-33.6031;-70.5236;775.8;44.69
-33.6032;-70.5235;776.7;44.705
-33.6033;-70.5234;777.2;44.719
-33.6034;-70.5233;776.8;44.734
-33.6035;-70.5232;775.8;44.749
-33.6036;-70.5231;774.8;44.764
-33.6036;-70.523;773.9;44.778
-33.6037;-70.5228;772.8;44.793
-33.6037;-70.5227;771.9;44.808
-33.6038;-70.5225;770.9;44.823
-33.6038;-70.5224;770.7;44.837
-33.6038;-70.5222;770.9;44.852
-33.6037;-70.5221;771.0;44.866
-33.6037;-70.5219;771.4;44.88
-33.6036;-70.5218;771.7;44.895
-33.6035;-70.5217;772.1;44.91
-33.6034;-70.5215;773.6;44.927
-33.6033;-70.5214;774.8;44.942
-33.6032;-70.5213;775.5;44.956
-33.6031;-70.5212;776.1;44.971
-33.603;-70.5211;776.7;44.985
-33.6029;-70.521;776.9;45.001
-33.6028;-70.5209;777.1;45.015
-33.6027;-70.5208;777.1;45.029
-33.6026;-70.5207;777.0;45.045
-33.6025;-70.5206;777.1;45.061
-33.6024;-70.5205;777.8;45.077
-33.6023;-70.5204;778.3;45.091
-33.6022;-70.5203;778.9;45.107
-33.6021;-70.5202;779.4;45.121
-33.602;-70.52;779.8;45.135
-33.602;-70.5199;780.1;45.149
-33.6019;-70.5198;780.2;45.164
-33.6018;-70.5197;780.3;45.177
-33.6018;-70.5195;780.2;45.19
-33.6017;-70.5194;780.1;45.202
-33.6016;-70.5194;780.2;45.214
-33.6015;-70.5193;780.6;45.225
-33.6014;-70.5193;780.9;45.235
-33.6013;-70.5193;781.3;45.248
-33.6012;-70.5194;781.7;45.26
-33.6011;-70.5194;782.0;45.272
-33.601;-70.5195;782.3;45.282
-33.601;-70.5196;782.3;45.293
-33.601;-70.5198;782.3;45.306
-33.6011;-70.5199;782.2;45.32
-33.6011;-70.5201;781.9;45.336
-33.6011;-70.5202;781.4;45.351
-33.6011;-70.5204;781.0;45.365
-33.6011;-70.5205;780.6;45.378
-33.6011;-70.5207;780.3;45.392
-33.6012;-70.5208;779.9;45.405
-33.6012;-70.521;779.3;45.42
-33.6012;-70.5211;778.8;45.435
-33.6012;-70.5213;778.2;45.45
-33.6012;-70.5215;777.7;45.465
-33.6012;-70.5216;777.1;45.481
-33.6012;-70.5218;776.9;45.497
-33.6012;-70.522;776.6;45.514
-33.6012;-70.5222;776.4;45.532
-33.6012;-70.5224;776.2;45.55
-33.6012;-70.5226;776.1;45.567
-33.6013;-70.5228;776.4;45.586
-33.6013;-70.5229;776.7;45.602
-33.6013;-70.5231;777.0;45.618
-33.6013;-70.5233;777.3;45.637
-33.6013;-70.5235;776.9;45.655
-33.6013;-70.5237;776.4;45.675
-33.6013;-70.5239;775.8;45.694
-33.6013;-70.5241;775.5;45.71
-33.6013;-70.5243;775.3;45.728
-33.6013;-70.5244;775.5;45.743
-33.6013;-70.5246;775.7;45.757
-33.6013;-70.5248;775.6;45.772
-33.6013;-70.525;775.4;45.791
-33.6013;-70.5251;775.1;45.807
-33.6013;-70.5253;774.5;45.824
-33.6013;-70.5255;774.1;45.84
-33.6013;-70.5257;773.7;45.856
-33.6014;-70.5259;773.2;45.874
-33.6014;-70.526;773.1;45.892
-33.6014;-70.5263;773.1;45.912
-33.6015;-70.5264;772.8;45.928
-33.6015;-70.5265;772.6;45.94
-33.6016;-70.5266;772.1;45.953
-33.6017;-70.5267;771.9;45.967
-33.6019;-70.5267;771.8;45.982
-33.602;-70.5267;771.6;45.997
-33.6021;-70.5266;771.4;46.011
-33.6022;-70.5266;771.4;46.022
-33.6023;-70.5265;771.5;46.035
-33.6024;-70.5264;771.9;46.049
-33.6024;-70.5262;772.3;46.062
-33.6024;-70.5261;772.9;46.078
-33.6024;-70.5259;773.4;46.093
-33.6024;-70.5258;773.4;46.106
-33.6024;-70.5256;772.8;46.119
-33.6024;-70.5255;772.3;46.132
-33.6024;-70.5254;771.9;46.145
-33.6024;-70.5252;771.4;46.158
-33.6024;-70.5251;770.8;46.173
-33.6023;-70.5249;770.6;46.188
-33.6023;-70.5248;770.5;46.201
-33.6023;-70.5246;770.4;46.216
-33.6023;-70.5244;770.3;46.23
-33.6023;-70.5243;770.3;46.244
-33.6024;-70.5242;770.1;46.258
-33.6024;-70.524;770.2;46.272
-33.6025;-70.5239;770.8;46.287
-33.6027;-70.5238;772.1;46.302
-33.6028;-70.5238;773.3;46.317
-33.6029;-70.5237;774.5;46.332
-33.6031;-70.5237;775.9;46.349
-33.6032;-70.5236;776.7;46.363
-33.6032;-70.5235;776.9;46.376
-33.6033;-70.5234;777.2;46.39
-33.6034;-70.5233;776.3;46.404
-33.6035;-70.5232;775.3;46.42
-33.6036;-70.523;774.4;46.434
-33.6037;-70.5229;773.5;46.449
-33.6037;-70.5228;772.5;46.463
-33.6038;-70.5226;771.4;46.478
-33.6038;-70.5224;770.7;46.494
-33.6038;-70.5223;770.7;46.509
-33.6038;-70.5221;771.0;46.524
-33.6037;-70.522;771.3;46.538
-33.6036;-70.5218;771.7;46.554
-33.6035;-70.5217;772.1;46.569
-33.6034;-70.5216;773.1;46.586
-33.6033;-70.5215;774.4;46.6
-33.6032;-70.5214;775.2;46.617
-33.6031;-70.5213;775.8;46.632
-33.603;-70.5212;776.3;46.648
-33.6029;-70.5211;776.6;46.662
-33.6028;-70.5209;776.7;46.681
-33.6027;-70.5208;776.7;46.696
-33.6026;-70.5207;776.7;46.71
-33.6025;-70.5206;777.0;46.725
-33.6024;-70.5205;777.7;46.739
-33.6023;-70.5204;778.3;46.754
-33.6022;-70.5203;778.7;46.765
-33.6021;-70.5202;779.3;46.781
-33.602;-70.5201;779.8;46.796
-33.602;-70.5199;780.1;46.811
-33.6019;-70.5198;780.2;46.824
-33.6018;-70.5197;780.2;46.838
-33.6018;-70.5195;780.2;46.852
-33.6017;-70.5194;780.1;46.865
-33.6017;-70.5193;780.0;46.878
-33.6016;-70.5192;780.3;46.889
-33.6015;-70.5192;780.6;46.899
-33.6014;-70.5192;781.0;46.91
-33.6013;-70.5192;781.4;46.924
-33.6012;-70.5193;781.8;46.939
-33.6011;-70.5194;782.1;46.952
-33.6011;-70.5196;782.2;46.967
-33.6011;-70.5197;782.2;46.982
-33.6011;-70.5199;782.1;46.999
-33.6011;-70.5201;781.8;47.016
-33.6011;-70.5203;781.2;47.035
-33.6011;-70.5205;780.7;47.054
-33.6012;-70.5207;780.2;47.071
-33.6012;-70.5209;779.7;47.088
-33.6012;-70.5211;778.9;47.109
-33.6012;-70.5213;778.2;47.127
-33.6012;-70.5215;777.6;47.145
-33.6012;-70.5217;777.0;47.162
-33.6012;-70.5218;776.8;47.179
-33.6012;-70.522;776.6;47.198
-33.6012;-70.5223;776.3;47.217
-33.6013;-70.5225;776.0;47.236
-33.6013;-70.5227;776.3;47.256
-33.6013;-70.5229;776.6;47.276
-33.6013;-70.5231;776.9;47.298
-33.6013;-70.5233;777.2;47.316
-33.6013;-70.5235;776.9;47.333
-33.6013;-70.5237;776.5;47.351
-33.6013;-70.5239;776.0;47.371
-33.6013;-70.5241;775.5;47.389
-33.6013;-70.5243;775.4;47.407
-33.6013;-70.5245;775.3;47.425
-33.6013;-70.5247;775.2;47.442
-33.6013;-70.5249;775.0;47.46
-33.6013;-70.5251;775.2;47.479
-33.6013;-70.5253;774.8;47.497
-33.6013;-70.5255;774.2;47.515
-33.6013;-70.5256;773.6;47.531
-33.6014;-70.5258;773.0;47.547
-33.6014;-70.526;772.8;47.567
-33.6014;-70.5262;772.9;47.589
-33.6015;-70.5263;772.3;47.602
-33.6016;-70.5265;771.6;47.617
-33.6017;-70.5266;771.7;47.634
-33.6018;-70.5267;771.8;47.647
-33.602;-70.5267;771.6;47.664
-33.6021;-70.5266;771.5;47.678
-33.6022;-70.5266;771.4;47.692
-33.6024;-70.5266;771.4;47.706
-33.6025;-70.5265;771.6;47.72
-33.6025;-70.5264;772.2;47.737
-33.6026;-70.5262;772.9;47.753
-33.6026;-70.526;773.4;47.767
-33.6026;-70.5259;774.0;47.782
-33.6025;-70.5257;773.5;47.802
-33.6024;-70.5255;772.6;47.819
-33.6024;-70.5254;772.0;47.834
-33.6024;-70.5252;771.3;47.849
-33.6023;-70.5251;770.8;47.864
-33.6023;-70.5249;770.5;47.876
-33.6023;-70.5248;770.4;47.889
-33.6023;-70.5247;770.4;47.901
-33.6022;-70.5245;770.3;47.913
-33.6022;-70.5244;770.3;47.925
-33.6023;-70.5243;770.3;47.937
-33.6023;-70.5242;770.2;47.95
-33.6024;-70.5241;770.3;47.961
-33.6025;-70.524;770.3;47.974
-33.6026;-70.5239;771.0;47.988
-33.6027;-70.5238;772.2;48.002
-33.6028;-70.5237;773.4;48.017
-33.6029;-70.5237;774.5;48.032
-33.603;-70.5236;775.4;48.045
-33.6031;-70.5235;776.3;48.06
-33.6032;-70.5235;776.9;48.074
-33.6034;-70.5234;777.2;48.088
-33.6035;-70.5233;776.2;48.103
-33.6036;-70.5232;775.3;48.118
-33.6036;-70.5231;774.3;48.132
-33.6037;-70.5229;773.3;48.148
-33.6037;-70.5228;772.3;48.162
-33.6038;-70.5226;771.3;48.177
-33.6038;-70.5225;770.7;48.191
-33.6038;-70.5223;770.8;48.206
-33.6038;-70.5222;770.9;48.22
-33.6037;-70.522;771.1;48.233
-33.6037;-70.5219;771.3;48.246
-33.6036;-70.5218;771.6;48.26
-33.6036;-70.5216;772.1;48.273
-33.6035;-70.5215;773.4;48.288
-33.6034;-70.5214;774.9;48.303
-33.6033;-70.5213;775.7;48.318
-33.6031;-70.5212;776.0;48.333
-33.603;-70.5212;776.4;48.347
-33.6029;-70.5211;776.6;48.361
-33.6028;-70.521;776.7;48.375
-33.6027;-70.5209;776.8;48.39
-33.6026;-70.5208;776.8;48.405
-33.6025;-70.5207;776.9;48.419
-33.6024;-70.5206;777.4;48.433
-33.6023;-70.5205;778.0;48.447
-33.6022;-70.5204;778.5;48.462
-33.6022;-70.5202;779.1;48.477
-33.6021;-70.5201;779.5;48.491
-33.602;-70.52;780.0;48.504
-33.6019;-70.5199;780.2;48.519
-33.6019;-70.5197;780.2;48.533
-33.6018;-70.5196;780.3;48.546
-33.6017;-70.5194;780.1;48.57
-33.6016;-70.5193;780.2;48.581
-33.6015;-70.5193;780.5;48.593
-33.6014;-70.5193;780.9;48.604
-33.6013;-70.5193;781.3;48.618
-33.6012;-70.5193;781.7;48.631
-33.6011;-70.5194;782.0;48.642
-33.601;-70.5195;782.3;48.654
-33.601;-70.5196;782.5;48.668
-33.601;-70.5197;782.5;48.679
-33.601;-70.5199;782.4;48.697
-33.6011;-70.5201;781.9;48.715
-33.6011;-70.5203;781.3;48.734
-33.6011;-70.5205;780.7;48.751
-33.6012;-70.5206;780.3;48.765
-33.6012;-70.5208;779.8;48.781
-33.6012;-70.521;779.2;48.797
-33.6012;-70.5211;778.6;48.812
-33.6012;-70.5213;778.1;48.829
-33.6012;-70.5215;777.6;48.843
-33.6012;-70.5216;777.1;48.858
-33.6012;-70.5218;776.8;48.874
-33.6012;-70.522;776.7;48.889
-33.6012;-70.5221;776.4;48.906
-33.6012;-70.5223;776.3;48.918
-33.6012;-70.5224;776.1;48.932
-33.6012;-70.5226;776.2;48.948
-33.6012;-70.5228;776.5;48.963
-33.6013;-70.5229;776.7;48.978
-33.6013;-70.5231;776.9;48.992
-33.6013;-70.5232;777.2;49.006
-33.6013;-70.5234;777.2;49.021
-33.6013;-70.5237;776.4;49.049
-33.6013;-70.5238;776.0;49.063
-33.6013;-70.524;775.6;49.077
-33.6013;-70.5242;775.2;49.092
-33.6013;-70.5243;775.1;49.107
-33.6013;-70.5245;775.0;49.121
-33.6013;-70.5246;775.0;49.135
-33.6013;-70.5248;775.0;49.149
-33.6013;-70.5249;774.8;49.164
-33.6013;-70.5251;774.6;49.177
-33.6013;-70.5252;774.3;49.191
-33.6013;-70.5254;774.0;49.205
-33.6013;-70.5255;773.9;49.22
-33.6013;-70.5257;773.6;49.233
-33.6013;-70.5258;773.3;49.246
-33.6014;-70.526;773.3;49.26
-33.6014;-70.5261;773.3;49.273
-33.6014;-70.5262;773.2;49.286
-33.6015;-70.5264;773.0;49.298
-33.6015;-70.5265;772.7;49.312
-33.6016;-70.5266;772.4;49.326
-33.6017;-70.5267;772.0;49.34
-33.6018;-70.5267;771.8;49.353
-33.6019;-70.5267;771.7;49.367
-33.6021;-70.5267;771.5;49.383
-33.6022;-70.5266;771.4;49.397
-33.6023;-70.5265;771.6;49.411
-33.6024;-70.5264;771.9;49.427
-33.6024;-70.5262;772.4;49.441
-33.6025;-70.5261;773.1;49.457
-33.6025;-70.5259;773.7;49.475
-33.6024;-70.5256;772.8;49.498
-33.6024;-70.5254;772.1;49.516
-33.6024;-70.5252;771.5;49.534
-33.6024;-70.5251;770.9;49.551
-33.6023;-70.5249;770.6;49.566
-33.6023;-70.5247;770.5;49.581
-33.6023;-70.5246;770.4;49.595
-33.6023;-70.5244;770.3;49.609
-33.6023;-70.5243;770.3;49.623
-33.6024;-70.5242;770.1;49.638
-33.6025;-70.524;770.2;49.652
-33.6026;-70.5239;771.1;49.668
-33.6027;-70.5238;772.4;49.685
-33.6028;-70.5237;773.9;49.703
-33.603;-70.5237;775.2;49.72
-33.6031;-70.5236;776.2;49.737
-33.6032;-70.5235;776.8;49.753
-33.6034;-70.5234;777.0;49.771
-33.6035;-70.5232;775.9;49.788
-33.6036;-70.5231;774.9;49.804
-33.6036;-70.5229;773.9;49.82
-33.6037;-70.5228;772.7;49.837
-33.6037;-70.5226;771.6;49.855
-33.6038;-70.5224;770.9;49.874
-33.6037;-70.5222;771.1;49.892
-33.6037;-70.522;771.4;49.908
-33.6036;-70.5219;771.7;49.924
-33.6035;-70.5217;772.1;49.942
-33.6034;-70.5216;773.3;49.961
-33.6033;-70.5215;774.8;49.979
-33.6032;-70.5213;775.5;49.997
-33.603;-70.5212;776.1;50.013
-33.6029;-70.5211;776.5;50.03
-33.6028;-70.521;776.8;50.046
-33.6027;-70.5209;776.8;50.063
-33.6026;-70.5207;776.7;50.082
-33.6025;-70.5206;777.0;50.098
-33.6024;-70.5205;777.8;50.115
-33.6023;-70.5204;778.5;50.131
-33.6021;-70.5203;779.0;50.147
-33.6021;-70.5202;779.4;50.159
-33.602;-70.52;779.9;50.172
-33.602;-70.5199;780.1;50.185
-33.6019;-70.5198;780.2;50.2
-33.6018;-70.5196;780.3;50.214
-33.6018;-70.5195;780.3;50.227
-33.6017;-70.5194;780.2;50.239
-33.6017;-70.5193;780.0;50.25
-33.6016;-70.5193;780.4;50.261
-33.6015;-70.5193;780.7;50.273
-33.6013;-70.5193;781.2;50.288
-33.6012;-70.5194;781.6;50.303
-33.6011;-70.5195;781.9;50.316
-33.601;-70.5196;782.2;50.329
-33.601;-70.5197;782.4;50.34
-33.6011;-70.5199;782.2;50.361
-33.6011;-70.5201;781.9;50.379
-33.6011;-70.5203;781.2;50.401
-33.6012;-70.5205;780.6;50.419
-33.6012;-70.5207;780.2;50.435
-33.6012;-70.5208;779.7;50.451
-33.6012;-70.521;779.1;50.469
-33.6012;-70.5212;778.5;50.486
-33.6012;-70.5214;777.9;50.503
-33.6012;-70.5216;777.2;50.523
-33.6012;-70.5218;776.8;50.541
-33.6012;-70.522;776.6;50.559
-33.6012;-70.5222;776.4;50.578
-33.6012;-70.5224;776.1;50.599
-33.6012;-70.5226;776.3;50.618
-33.6013;-70.5229;776.6;50.639
-33.6013;-70.5231;776.8;50.658
-33.6013;-70.5232;777.2;50.675
-33.6013;-70.5235;776.9;50.697
-33.6013;-70.5237;776.7;50.715
-33.6013;-70.5239;776.0;50.737
-33.6013;-70.5241;775.6;50.757
-33.6013;-70.5244;775.5;50.778
-33.6013;-70.5246;775.4;50.802
-33.6013;-70.5249;775.3;50.825
-33.6013;-70.5251;775.0;50.844
-33.6013;-70.5253;774.4;50.864
-33.6013;-70.5255;774.1;50.882
-33.6013;-70.5256;773.7;50.898
-33.6013;-70.5259;773.3;50.918
-33.6014;-70.5261;773.2;50.937
-33.6014;-70.5262;773.2;50.953
-33.6015;-70.5264;773.1;50.97
-33.6015;-70.5265;772.7;50.985
-33.6017;-70.5266;772.0;51.002
-33.6018;-70.5267;771.9;51.016
