Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
476.5534,0,,476.5938,0.0,,476.5938,-0.3125,,476.5733,0.0625,,476.5538,0.0,,476.5534,-70,,476.5736,0.0,,476.5733,107.9375,,476.5733,49,,476.5534,0.0,,476.5736,-2.6875,,,,,476.5938,1.26171875,,476.5938,1.125,,476.5736,0.0,,,,,476.5736,-0.375,,
476.5734,0,,476.6137,0.0,,476.6137,2.1875,,476.5933,0.0625,,476.5738,0.0,,476.5734,-70,,476.5936,0.0,,476.5933,107.875,,476.5933,49,,476.5734,0.0,,476.5936,-2.75,,,,,476.6137,1.28125,,476.6137,0.8125,,476.5936,0.0,,,,,476.5936,0.125,,
476.5935,0,,476.6337,0.0,,476.6337,0.625,,476.6133,0.0625,,476.5938,0.0,,476.5935,-70,,476.6135,0.0,,476.6133,107.875,,476.6133,49,,476.5935,0.0,,476.6135,-2.3125,,,,,476.6337,1.296875,,476.6337,0.75,,476.6135,0.0,,,,,476.6135,-1.1875,,
476.6134,0,,476.6537,0.0,,476.6537,-0.6875,,476.6333,0.0,,476.6137,0.0,,476.6134,-70,,476.6335,0.0,,476.6333,107.9375,,476.6333,49,,476.6134,0.0,,476.6335,-2.6875,,,,,476.6537,1.2890625,,476.6537,1.125,,476.6335,0.0,,,,,476.6335,-0.125,,
476.6334,0,,476.6737,0.0,,476.6737,1.0,,476.6533,0.0,,476.6337,0.0,,476.6334,-69,,476.6535,0.0,,476.6533,107.9375,,476.6533,49,,476.6334,0.0,,476.6535,-2.375,,,,,476.6737,1.25390625,,476.6737,0.5,,476.6535,0.0,,,,,476.6535,-1.125,,
476.6534,0,,476.6936,0.0,,476.6936,-1.8125,,476.6733,0.0,,476.6537,0.0,,476.6534,-69,,476.6735,0.0,,476.6733,107.9375,,476.6733,49,,476.6534,0.0,,476.6735,-2.6875,,,,,476.6936,1.2890625,,476.6936,1.125,,476.6735,0.0,,,,,476.6735,0.25,,
476.6734,0,,476.7137,0.0,,476.7137,-0.25,,476.6933,0.0,,476.6737,0.0,,476.6734,-69,,476.6935,0.0,,476.6933,107.9375,,476.6933,49,,476.6734,0.0,,476.6935,-2.875,,,,,476.7137,1.2734375,,476.7137,0.5625,,476.6935,0.0,,,,,476.6935,-0.875,,
476.6934,0,,476.7336,0.0,,476.7336,0.75,,476.7133,0.0,,476.6937,0.0,,476.6934,-69,,476.7136,0.0,,476.7133,107.9375,,476.7133,49,,476.6934,0.0,,476.7136,-2.3125,,,,,476.7336,1.26171875,,476.7336,0.5,,476.7136,0.0,,,,,476.7136,-1.3125,,
476.7135,0,,476.7536,0.0,,476.7536,-1.125,,476.7332,0.0,,476.7138,0.0,,476.7135,-69,,476.7335,0.0,,476.7332,107.9375,,476.7332,49,,476.7135,0.0,,476.7335,-2.4375,,,,,476.7536,1.25390625,,476.7536,1.125,,476.7335,0.0,,,,,476.7335,-0.875,,
476.7334,0,,476.7737,0.0,,476.7737,1.5,,476.7532,0.0,,476.7337,0.0,,476.7334,-68,,476.7535,0.0,,476.7532,107.875,,476.7532,49,,476.7334,0.0,,476.7535,-2.1875,,,,,476.7737,1.25390625,,476.7737,0.5,,476.7535,0.0,,,,,476.7535,-1.6875,,
476.7534,0,,476.7936,0.0,,476.7936,-0.9375,,476.7732,0.0,,476.7537,0.0,,476.7534,-68,,476.7736,0.0,,476.7732,107.9375,,476.7732,49,,476.7534,0.0,,476.7736,-2.4375,,,,,476.7936,1.2734375,,476.7936,0.875,,476.7736,0.0,,,,,476.7736,-0.1875,,
476.7734,0,,476.8136,0.0,,476.8136,-0.1875,,476.793,0.0,,476.7738,0.0,,476.7734,-68,,476.7934,0.0,,476.793,108.0,,476.793,49,,476.7734,0.0,,476.7934,-2.9375,,,,,476.8136,1.25390625,,476.8136,0.9375,,476.7934,0.0,,,,,476.7934,1.1875,,
476.7933,0,,476.8335,0.0,,476.8335,-0.0625,,476.8132,0.0,,476.7936,0.0,,476.7933,-67,,476.8135,0.0,,476.8132,107.9375,,476.8132,49,,476.7933,0.0,,476.8135,-2.4375,,,,,476.8335,1.2265625,,476.8335,0.4375,,476.8135,0.0,,,,,476.8135,-0.9375,,
476.8133,0,,476.8536,0.0,,476.8536,-1.9375,,476.833,0.0,,476.8137,0.0,,476.8133,-67,,476.8334,0.0,,476.833,107.9375,,476.833,49,,476.8133,0.0,,476.8334,-2.3125,,,,,476.8536,1.26171875,,476.8536,1.0625,,476.8334,0.0,,,,,476.8334,-0.875,,
476.8332,0,,476.8737,0.0,,476.8737,0.6875,,476.8532,0.0,,476.8336,0.0,,476.8332,-67,,476.8535,0.0,,476.8532,107.9375,,476.8532,49,,476.8332,0.0,,476.8535,-2.6875,,,,,476.8737,1.296875,,476.8737,0.6875,,476.8535,0.0,,,,,476.8535,-0.125,,
476.8533,0,,476.8937,0.0,,476.8937,1.625,,476.8732,0.0,,476.8537,0.0,,476.8533,-67,,476.8735,0.0,,476.8732,107.9375,,476.8732,49,,476.8533,0.0,,476.8735,-2.3125,,,,,476.8937,1.32421875,,476.8937,0.375,,476.8735,0.0,,,,,476.8735,-1.1875,,
476.8734,0,,476.9135,0.0,,476.9135,0.375,,476.8932,0.0,,476.8737,0.0,,476.8734,-66,,476.8935,0.0,,476.8932,107.9375,,476.8932,49,,476.8734,0.0,,476.8935,-2.5625,,,,,476.9135,1.3515625,,476.9135,0.9375,,476.8935,0.0,,,,,476.8935,0.3125,,
476.8934,0,,476.9336,0.0,,476.9336,0.75,,476.913,0.0,,476.8937,0.0,,476.8934,-67,,476.9134,0.0,,476.913,107.9375,,476.913,49,,476.8934,0.0,,476.9134,-2.5625,,,,,476.9336,1.3515625,,476.9336,0.6875,,476.9134,0.0,,,,,476.9134,-0.625,,
476.9132,0,,476.9536,0.0,,476.9536,1.75,,476.9332,0.0,,476.9136,0.0,,476.9132,-67,,476.9334,0.0,,476.9332,107.875,,476.9332,49,,476.9132,0.0,,476.9334,-2.25,,,,,476.9536,1.359375,,476.9536,0.3125,,476.9334,0.0,,,,,476.9334,-1.3125,,
476.9333,0,,476.9736,0.0,,476.9736,-0.25,,476.9532,0.0,,476.9336,0.0,,476.9333,-66,,476.9534,0.0,,476.9532,107.875,,476.9532,49,,476.9333,0.0,,476.9534,-2.875,,,,,476.9736,1.3671875,,476.9736,0.875,,476.9534,0.0,,,,,476.9534,0.25,,
476.9533,0,,476.9936,0.0,,476.9936,2.1875,,476.9732,0.0,,476.9536,0.0,,476.9533,-66,,476.9735,0.0,,476.9732,107.9375,,476.9732,49,,476.9533,0.0,,476.9735,-2.3125,,,,,476.9936,1.4140625,,476.9936,0.375,,476.9735,0.0,,,,,476.9735,-1.25,,
476.9734,0,,477.0135,0.0,,477.0135,1.1875,,476.9932,0.0,,476.9737,0.0,,476.9734,-65,,476.9935,0.0,,476.9932,107.875,,476.9932,49,,476.9734,0.0,,476.9935,-2.125,,,,,477.0135,1.40234375,,477.0135,0.375,,476.9935,0.0,,,,,476.9935,-1.0,,
476.9934,0,,477.0336,0.0,,477.0336,-0.125,,477.013,0.0,,476.9937,0.0,,476.9934,-64,,477.0134,0.0,,477.013,107.875,,477.013,49,,476.9934,0.0,,477.0134,-2.875,,,,,477.0336,1.4296875,,477.0336,0.8125,,477.0134,0.0,,,,,477.0134,-0.5,,
477.0132,0,,477.0536,0.0,,477.0536,1.125,,477.0331,0.0,,477.0136,0.0,,477.0132,-64,,477.0335,0.0,,477.0331,107.9375,,477.0331,49,,477.0132,0.0,,477.0335,-2.5625,,,,,477.0536,1.47265625,,477.0536,0.5625,,477.0335,0.0,,,,,477.0335,0.25,,
477.0334,0,,477.0736,0.0,,477.0736,-0.1875,,477.0531,0.0,,477.0337,0.0,,477.0334,-64,,477.0535,0.0,,477.0531,107.9375,,477.0531,49,,477.0334,0.0,,477.0535,-2.0625,,,,,477.0736,1.5,,477.0736,0.625,,477.0535,0.0,,,,,477.0535,-1.0,,
477.0533,0,,477.0936,0.0,,477.0936,-2.0625,,477.0732,0.0,,477.0537,0.0,,477.0533,-63,,477.0735,0.0,,477.0732,107.875,,477.0732,49,,477.0533,0.0,,477.0735,-2.4375,,,,,477.0936,1.5625,,477.0936,1.25,,477.0735,0.0,,,,,477.0735,0.3125,,
477.0734,0,,477.1137,0.0,,477.1137,2.3125,,477.0931,0.0,,477.0737,0.0,,477.0734,-63,,477.0935,0.0,,477.0931,107.9375,,477.0931,49,,477.0734,0.0,,477.0935,-2.1875,,,,,477.1137,1.6953125,,477.1137,0.25,,477.0935,0.0,,,,,477.0935,-1.5,,
477.0933,0,,477.1337,0.0,,477.1337,-0.75,,477.1133,0.0,,477.0937,0.0,,477.0933,-64,,477.1136,0.0,,477.1133,107.9375,,477.1133,49,,477.0933,0.0,,477.1136,-2.125,,,,,477.1337,1.73828125,,477.1337,0.6875,,477.1136,0.0,,,,,477.1136,-0.875,,
477.1134,0,,477.1537,0.0,,477.1537,-0.375,,477.1333,0.0,,477.1138,-2.0,,477.1134,-64,,477.1336,-2.0625,,477.1333,107.9375,,477.1333,49,,477.1134,-2.75,,477.1336,-2.75,,,,,477.1537,1.765625,,477.1537,0.9375,,477.1336,-2.5,,,,,477.1336,0.0,,
477.1334,0,,477.1737,0.0,,477.1737,0.5,,477.1533,0.0,,477.1338,-6.300000000000001,,477.1334,-64,,477.1536,-7.25,,477.1533,107.875,,477.1533,49,,477.1334,-8.75,,477.1536,-2.5625,,,,,477.1737,1.78125,,477.1737,0.4375,,477.1536,-8.75,,,,,477.1536,-6.1875,,
477.1534,4,,477.1936,0.0,,477.1936,-0.125,,477.1733,0.125,,477.1538,-7.6000000000000005,,477.1534,-64,,477.1735,-10.1875,,477.1733,107.875,,477.1733,49,,477.1534,-10.625,,477.1735,-3.0625,,,,,477.1936,1.78125,,477.1936,0.5,,477.1735,-12.25,,,,,477.1735,-10.0,,
477.1734,8,,477.2137,0.0,,477.2137,-0.3125,,477.1933,0.3125,,477.1737,-8.5,,477.1734,-63,,477.1935,-11.5625,,477.1933,107.8125,,477.1933,49,,477.1734,-11.875,,477.1935,-3.125,,,,,477.2137,1.75390625,,477.2137,0.625,,477.1935,-13.9375,,,,,477.1935,-13.125,,
477.1934,10,,477.2337,0.0,,477.2337,1.625,,477.2133,0.5,,477.1937,-9.0,,477.1934,-63,,477.2135,-12.4375,,477.2133,107.875,,477.2133,49,,477.1934,-12.5625,,477.2135,-3.375,,,,,477.2337,1.765625,,477.2337,0.3125,,477.2135,-14.9375,,,,,477.2135,-14.0,,
477.2134,14,,477.2537,0.0,,477.2537,-0.1875,,477.2333,0.6875,,477.2137,-9.0,,477.2134,-62,,477.2335,-12.5625,,477.2333,107.875,,477.2333,49,,477.2134,-12.5625,,477.2335,-3.3125,,,,,477.2537,1.81640625,,477.2537,0.625,,477.2335,-15.125,,,,,477.2335,-14.8125,,
477.2334,15,,477.2737,0.0,,477.2737,-0.25,,477.2533,0.8125,,477.2337,-8.1,,477.2334,-62,,477.2535,-11.625,,477.2533,107.875,,477.2533,49,,477.2334,-11.3125,,477.2535,-3.3125,,,,,477.2737,1.75390625,,477.2737,0.3125,,477.2535,-14.0,,,,,477.2535,-14.9375,,
477.2534,15,,477.2937,0.0,,477.2937,-0.75,,477.2733,0.9375,,477.2537,-8.5,,477.2534,-62,,477.2735,-11.75,,477.2733,107.8125,,477.2733,49,,477.2534,-11.875,,477.2735,-3.625,,,,,477.2937,1.75390625,,477.2937,0.6875,,477.2735,-14.125,,,,,477.2735,-12.75,,
477.2734,14,,477.3137,0.0,,477.3137,-0.0625,,477.2933,1.0625,,477.2737,-10.200000000000001,,477.2734,-62,,477.2935,-13.6875,,477.2933,107.8125,,477.2933,49,,477.2734,-14.25,,477.2935,-3.3125,,,,,477.3137,1.7734375,,477.3137,0.5,,477.2935,-16.5,,,,,477.2935,-15.4375,,
477.2934,15,,477.3337,0.0,,477.3337,-0.6875,,477.3134,1.1875,,477.2937,-8.1,,477.2934,-61,,477.3136,-12.0625,,477.3134,107.875,,477.3134,49,,477.2934,-11.3125,,477.3136,-3.3125,,,,,477.3337,1.75390625,,477.3337,0.75,,477.3136,-14.5,,,,,477.3136,-16.1875,,
477.3135,16,,477.3537,0.0,,477.3537,-0.9375,,477.3333,1.25,,477.3138,-8.1,,477.3135,-61,,477.3336,-11.3125,,477.3333,107.9375,,477.3333,49,,477.3135,-11.3125,,477.3336,-3.0625,,,,,477.3537,1.78125,,477.3537,0.8125,,477.3336,-13.625,,,,,477.3336,-15.4375,,
477.3334,14,,477.3737,0.0,,477.3737,0.0625,,477.3533,1.25,,477.3338,-8.8,,477.3334,-61,,477.3536,-12.0625,,477.3533,107.8125,,477.3533,49,,477.3334,-12.25,,477.3536,-3.4375,,,,,477.3737,1.765625,,477.3737,0.5,,477.3536,-14.5,,,,,477.3536,-13.5,,
477.3534,15,,477.3937,0.0,,477.3937,-1.6875,,477.3733,1.3125,,477.3538,-8.1,,477.3534,-61,,477.3736,-11.5625,,477.3733,107.875,,477.3733,49,,477.3534,-11.3125,,477.3736,-3.0,,,,,477.3937,1.765625,,477.3937,0.9375,,477.3736,-13.9375,,,,,477.3736,-16.0625,,
477.3734,13,,477.4136,0.0,,477.4136,0.25,,477.3933,1.3125,,477.3738,-9.0,,477.3734,-60,,477.3935,-12.25,,477.3933,107.875,,477.3933,49,,477.3734,-12.5625,,477.3935,-3.1875,,,,,477.4136,1.78125,,477.4136,0.5625,,477.3935,-14.75,,,,,477.3935,-14.9375,,
477.3934,13,,477.4337,0.0,,477.4337,0.1875,,477.4133,1.375,,477.3937,-8.5,,477.3934,-61,,477.4135,-12.0625,,477.4133,107.875,,477.4133,49,,477.3934,-11.875,,477.4135,-3.3125,,,,,477.4337,1.765625,,477.4337,0.5,,477.4135,-14.5,,,,,477.4135,-14.6875,,
477.4134,14,,477.4537,0.0,,477.4537,2.1875,,477.4333,1.375,,477.4137,-8.5,,477.4134,-60,,477.4335,-11.875,,477.4333,107.8125,,477.4333,49,,477.4134,-11.875,,477.4335,-3.125,,,,,477.4537,1.7734375,,477.4537,0.0625,,477.4335,-14.3125,,,,,477.4335,-15.5625,,
477.4334,15,,477.4736,0.0,,477.4736,1.0625,,477.4533,1.4375,,477.4337,-9.0,,477.4334,-60,,477.4535,-12.4375,,477.4533,107.8125,,477.4533,49,,477.4334,-12.5625,,477.4535,-3.4375,,,,,477.4736,1.765625,,477.4736,0.3125,,477.4535,-14.9375,,,,,477.4535,-14.125,,
477.4534,14,,477.4936,0.0,,477.4936,1.375,,477.4733,1.4375,,477.4537,-8.5,,477.4534,-60,,477.4735,-12.0625,,477.4733,107.8125,,477.4733,49,,477.4534,-11.875,,477.4735,-3.125,,,,,477.4936,1.73046875,,477.4936,0.25,,477.4735,-14.5,,,,,477.4735,-15.75,,
477.4734,15,,477.5136,0.0,,477.5136,-2.875,,477.4933,1.4375,,477.4737,-8.8,,477.4734,-59,,477.4935,-12.1875,,477.4933,107.8125,,477.4933,49,,477.4734,-12.25,,477.4935,-3.1875,,,,,477.5136,1.78125,,477.5136,1.1875,,477.4935,-14.6875,,,,,477.4935,-15.3125,,
477.4934,14,,477.5336,0.0,,477.5336,0.0,,477.5132,1.4375,,477.4937,-8.5,,477.4934,-59,,477.5135,-12.0,,477.5132,107.875,,477.5132,49,,477.4934,-11.875,,477.5135,-3.25,,,,,477.5336,1.78125,,477.5336,0.625,,477.5135,-14.4375,,,,,477.5135,-15.0,,
477.5133,15,,477.5536,0.0,,477.5536,-0.5625,,477.5332,1.4375,,477.5137,-7.4,,477.5133,-59,,477.5335,-10.75,,477.5332,107.875,,477.5332,49,,477.5133,-10.3125,,477.5335,-3.0625,,,,,477.5536,1.78125,,477.5536,0.6875,,477.5335,-12.9375,,,,,477.5335,-15.0625,,
477.5333,14,,477.5736,0.0,,477.5736,-1.5,,477.5532,1.4375,,477.5337,-9.0,,477.5333,-59,,477.5535,-12.0,,477.5532,107.875,,477.5532,49,,477.5333,-12.5625,,477.5535,-3.375,,,,,477.5736,1.78125,,477.5736,0.8125,,477.5535,-14.5,,,,,477.5535,-13.1875,,
477.5534,14,,477.5936,0.0,,477.5936,-0.375,,477.5732,1.4375,,477.5537,-9.0,,477.5534,-59,,477.5735,-12.5625,,477.5732,107.8125,,477.5732,49,,477.5534,-12.5625,,477.5735,-3.1875,,,,,477.5936,1.80859375,,477.5936,0.6875,,477.5735,-15.125,,,,,477.5735,-15.375,,
477.5733,15,,477.6136,0.0,,477.6136,1.5625,,477.5932,1.4375,,477.5737,-9.0,,477.5733,-59,,477.5935,-12.5625,,477.5932,107.875,,477.5932,49,,477.5733,-12.5625,,477.5935,-3.5,,,,,477.6136,1.7890625,,477.6136,0.5,,477.5935,-15.125,,,,,477.5935,-13.75,,
477.5933,16,,477.6336,0.0,,477.6336,-2.125,,477.6132,1.5,,477.5937,-9.0,,477.5933,-59,,477.6135,-12.5625,,477.6132,107.9375,,477.6132,49,,477.5933,-12.5625,,477.6135,-3.25,,,,,477.6336,1.82421875,,477.6336,0.875,,477.6135,-15.125,,,,,477.6135,-13.5625,,
477.6134,14,,477.6536,0.0,,477.6536,0.25,,477.6332,1.5,,477.6137,-9.9,,477.6134,-59,,477.6334,-13.5,,477.6332,107.875,,477.6332,49,,477.6134,-13.8125,,477.6334,-3.5625,,,,,477.6536,1.8359375,,477.6536,0.5,,477.6334,-16.3125,,,,,477.6334,-14.1875,,
477.6333,15,,477.6736,0.0,,477.6736,2.0,,477.6532,1.5,,477.6336,-9.3,,477.6333,-58,,477.6535,-13.25,,477.6532,107.875,,477.6532,49,,477.6333,-13.0,,477.6535,-3.625,,,,,477.6736,1.8359375,,477.6736,0.0625,,477.6535,-15.9375,,,,,477.6535,-14.6875,,
477.6533,15,,477.6935,0.0,,477.6935,-0.4375,,477.6732,1.5625,,477.6537,-10.4,,477.6533,-58,,477.6735,-14.125,,477.6732,107.875,,477.6732,49,,477.6533,-14.5,,477.6735,-3.25,,,,,477.6935,1.82421875,,477.6935,0.5,,477.6735,-17.0,,,,,477.6735,-16.5,,
477.6733,16,,477.7135,0.0,,477.7135,-0.875,,477.6932,1.5625,,477.6737,-10.8,,477.6733,-58,,477.6934,-14.9375,,477.6932,107.8125,,477.6932,49,,477.6733,-15.0625,,477.6934,-3.3125,,,,,477.7135,1.89453125,,477.7135,0.6875,,477.6934,-18.0,,,,,477.6934,-17.6875,,
477.6933,17,,477.7336,0.0,,477.7336,1.0625,,477.7132,1.625,,477.6936,-10.8,,477.6933,-58,,477.7134,-15.0625,,477.7132,107.8125,,477.7132,49,,477.6933,-15.0625,,477.7134,-3.4375,,,,,477.7336,1.90625,,477.7336,0.25,,477.7134,-18.125,,,,,477.7134,-17.5625,,
477.7133,17,,477.7536,0.0,,477.7536,-0.0625,,477.7332,1.6875,,477.7136,-10.4,,477.7133,-58,,477.7334,-14.6875,,477.7332,107.8125,,477.7332,49,,477.7133,-14.5,,477.7334,-3.25,,,,,477.7536,1.90625,,477.7536,0.375,,477.7334,-17.625,,,,,477.7334,-18.25,,
477.7333,16,,477.7735,0.0,,477.7735,0.625,,477.7532,1.6875,,477.7336,-12.700000000000001,,477.7333,-58,,477.7534,-16.9375,,477.7532,107.875,,477.7532,49,,477.7333,-17.75,,477.7534,-3.4375,,,,,477.7735,1.95703125,,477.7735,0.3125,,477.7534,-20.4375,,,,,477.7534,-18.5625,,
477.7533,18,,477.7935,0.0,,477.7935,0.6875,,477.7731,1.8125,,477.7536,-13.100000000000001,,477.7533,-58,,477.7734,-18.1875,,477.7731,107.875,,477.7731,49,,477.7533,-18.3125,,477.7734,-3.4375,,,,,477.7935,1.9140625,,477.7935,0.3125,,477.7734,-21.875,,,,,477.7734,-21.1875,,
477.7733,21,,477.8136,0.0,,477.8136,0.125,,477.7932,1.875,,477.7736,-13.100000000000001,,477.7733,-58,,477.7934,-18.3125,,477.7932,107.875,,477.7932,49,,477.7733,-18.3125,,477.7934,-3.5625,,,,,477.8136,1.921875,,477.8136,0.375,,477.7934,-22.0625,,,,,477.7934,-21.0,,
477.7933,21,,477.8335,0.0,,477.8335,-0.9375,,477.8132,1.9375,,477.7936,-14.700000000000001,,477.7933,-57,,477.8134,-20.0,,477.8132,107.875,,477.8132,49,,477.7933,-20.5,,477.8134,-3.5625,,,,,477.8335,1.94921875,,477.8335,0.5625,,477.8134,-24.0625,,,,,477.8134,-22.375,,
477.8133,21,,477.8535,0.0,,477.8535,-0.1875,,477.8331,2.0625,,477.8136,-13.3,,477.8133,-57,,477.8334,-19.0625,,477.8331,107.75,,477.8331,49,,477.8133,-18.5625,,477.8334,-3.5,,,,,477.8535,1.94921875,,477.8535,0.5,,477.8334,-22.9375,,,,,477.8334,-23.8125,,
477.8333,23,,477.8735,0.0,,477.8735,0.125,,477.8531,2.125,,477.8336,-13.600000000000001,,477.8333,-57,,477.8534,-18.9375,,477.8531,107.875,,477.8531,49,,477.8333,-19.0,,477.8534,-3.5625,,,,,477.8735,1.9765625,,477.8735,0.375,,477.8534,-22.75,,,,,477.8534,-22.375,,
477.8533,24,,477.8935,0.0,,477.8935,-0.25,,477.8731,2.1875,,477.8536,-14.4,,477.8533,-57,,477.8733,-19.875,,477.8731,107.8125,,477.8731,49,,477.8533,-20.125,,477.8733,-3.4375,,,,,477.8935,2.0,,477.8935,0.4375,,477.8733,-23.9375,,,,,477.8733,-23.5625,,
477.8732,22,,477.9135,0.0,,477.9135,0.3125,,477.8931,2.25,,477.8735,-14.4,,477.8732,-57,,477.8933,-20.125,,477.8931,107.75,,477.8931,49,,477.8732,-20.125,,477.8933,-3.375,,,,,477.9135,2.01953125,,477.9135,0.375,,477.8933,-24.25,,,,,477.8933,-24.5,,
477.8932,25,,477.9335,0.0,,477.9335,0.375,,477.9131,2.3125,,477.8935,-15.3,,477.8932,-57,,477.9134,-21.0625,,477.9131,107.75,,477.9131,49,,477.8932,-21.375,,477.9134,-3.6875,,,,,477.9335,1.984375,,477.9335,0.3125,,477.9134,-25.375,,,,,477.9134,-23.875,,
477.9132,26,,477.9534,0.0,,477.9534,0.5,,477.9331,2.4375,,477.9136,-16.1,,477.9132,-57,,477.9333,-22.25,,477.9331,107.8125,,477.9331,49,,477.9132,-22.5,,477.9333,-3.375,,,,,477.9534,1.9921875,,477.9534,0.1875,,477.9333,-26.75,,,,,477.9333,-26.6875,,
477.9332,26,,477.9734,0.0,,477.9734,0.3125,,477.9531,2.5,,477.9335,-16.7,,477.9332,-57,,477.9533,-23.125,,477.9531,107.75,,477.9531,49,,477.9332,-23.3125,,477.9533,-3.3125,,,,,477.9734,1.9765625,,477.9734,0.3125,,477.9533,-27.875,,,,,477.9533,-28.75,,
477.9532,27,,477.9934,0.0,,477.9934,-0.875,,477.9731,2.625,,477.9535,-15.600000000000001,,477.9532,-57,,477.9733,-22.1875,,477.9731,107.75,,477.9731,49,,477.9532,-21.8125,,477.9733,-3.5,,,,,477.9934,1.94921875,,477.9934,0.5625,,477.9733,-26.75,,,,,477.9733,-27.9375,,
477.9732,28,,478.0134,0.0,,478.0134,1.0,,477.9931,2.6875,,477.9735,-15.8,,477.9732,-57,,477.9933,-22.0,,477.9931,107.8125,,477.9931,49,,477.9732,-22.0625,,477.9933,-3.625,,,,,478.0134,1.9765625,,478.0134,0.1875,,477.9933,-26.5,,,,,477.9933,-26.1875,,
477.9932,26,,478.0334,0.0,,478.0334,0.5,,478.0131,2.75,,477.9935,-15.3,,477.9932,-57,,478.0133,-21.5625,,478.0131,107.75,,478.0131,49,,477.9932,-21.375,,478.0133,-3.875,,,,,478.0334,2.0546875,,478.0334,0.3125,,478.0133,-25.9375,,,,,478.0133,-24.875,,
478.0132,27,,478.0535,0.0,,478.0535,-0.0625,,478.0331,2.75,,478.0135,-14.4,,478.0132,-57,,478.0333,-20.4375,,478.0331,107.75,,478.0331,49,,478.0132,-20.125,,478.0333,-3.4375,,,,,478.0535,2.140625,,478.0535,0.625,,478.0333,-24.625,,,,,478.0333,-25.6875,,
478.0332,24,,478.0734,0.0,,478.0734,-0.875,,478.0531,2.75,,478.0335,-15.3,,478.0332,-57,,478.0534,-21.0625,,478.0531,107.8125,,478.0531,49,,478.0332,-21.375,,478.0534,-3.3125,,,,,478.0734,2.22265625,,478.0734,0.5625,,478.0534,-25.375,,,,,478.0534,-25.3125,,
478.0533,26,,478.0934,0.0,,478.0934,-0.25,,478.0731,2.75,,478.0536,-17.900000000000002,,478.0533,-56,,478.0733,-24.125,,478.0731,107.75,,478.0731,49,,478.0533,-25.0,,478.0733,-3.5,,,,,478.0934,2.32421875,,478.0934,0.1875,,478.0733,-29.0,,,,,478.0733,-27.0,,
478.0732,25,,478.1135,0.0,,478.1135,0.3125,,478.0931,2.8125,,478.0735,-20.6,,478.0732,-56,,478.0933,-27.875,,478.0931,107.6875,,478.0931,49,,478.0732,-28.8125,,478.0933,-3.625,,,,,478.1135,2.44140625,,478.1135,0.1875,,478.0933,-33.5625,,,,,478.0933,-31.125,,
478.0932,31,,478.1334,0.0,,478.1334,-0.3125,,478.1131,3.0,,478.0935,-23.3,,478.0932,-56,,478.1133,-31.625,,478.1131,107.75,,478.1131,49,,478.0932,-32.5625,,478.1133,-3.5625,,,,,478.1334,2.4921875,,478.1334,0.25,,478.1133,-38.0625,,,,,478.1133,-35.3125,,
478.1132,34,,478.1535,0.0,,478.1535,-0.625,,478.1331,3.25,,478.1135,-26.6,,478.1132,-56,,478.1333,-36.0625,,478.1331,107.75,,478.1331,49,,478.1132,-37.1875,,478.1333,-3.625,,,,,478.1535,2.4921875,,478.1535,0.1875,,478.1333,-43.375,,,,,478.1333,-41.0,,
478.1332,39,,478.1734,0.0,,478.1734,-1.0625,,478.1531,3.625,,478.1335,-30.3,,478.1332,-56,,478.1534,-41.125,,478.1531,107.6875,,478.1531,49,,478.1332,-42.375,,478.1534,-4.0,,,,,478.1734,2.484375,,478.1734,0.1875,,478.1534,-49.4375,,,,,478.1534,-45.8125,,
478.1533,46,,478.1934,0.0,,478.1934,-0.3125,,478.1731,4.0625,,478.1536,-32.0,,478.1533,-55,,478.1733,-44.1875,,478.1731,107.625,,478.1731,49,,478.1533,-44.75,,478.1733,-4.3125,,,,,478.1934,2.484375,,478.1934,0.0,,478.1733,-53.125,,,,,478.1733,-52.0,,
478.1732,50,,478.2134,0.0,,478.2134,2.5,,478.1931,4.5625,,478.1735,-32.0,,478.1732,-56,,478.1933,-44.75,,478.1931,107.625,,478.1931,49,,478.1732,-44.75,,478.1933,-4.0,,,,,478.2134,2.45703125,,478.2134,-0.4375,,478.1933,-53.875,,,,,478.1933,-53.9375,,
478.1932,52,,478.2335,0.0,,478.2335,-0.9375,,478.2131,5.0,,478.1935,-31.700000000000003,,478.1932,-56,,478.2133,-44.4375,,478.2131,107.625,,478.2131,49,,478.1932,-44.3125,,478.2133,-3.9375,,,,,478.2335,2.51171875,,478.2335,0.8125,,478.2133,-53.5,,,,,478.2133,-54.5,,
