Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
433.4128,160,,433.433,0.0,,433.433,-0.125,,433.4327,45.4375,,433.4131,-95.5,,433.4128,-136,,433.4329,-133.5,,433.4327,105.5625,,433.4327,44,,433.4128,-133.5625,,433.4329,-8.75,,,,,433.433,4.48828125,,433.433,-1.875,,433.4329,-160.5625,,,,,433.4329,-161.9375,,
433.4328,162,,433.453,0.0,,433.453,-0.4375,,433.4527,45.375,,433.4331,-96.7,,433.4328,-137,,433.4529,-134.875,,433.4527,105.5,,433.4527,44,,433.4328,-135.25,,433.4529,-9.125,,,,,433.453,4.51171875,,433.453,-1.875,,433.4529,-162.1875,,,,,433.4529,-160.5,,
433.4528,161,,433.4731,0.0,,433.4731,-4.875,,433.4727,45.4375,,433.4531,-96.4,,433.4528,-137,,433.4729,-134.9375,,433.4727,105.375,,433.4727,44,,433.4528,-134.8125,,433.4729,-8.5,,,,,433.4731,4.49609375,,433.4731,-0.9375,,433.4729,-162.3125,,,,,433.4729,-164.4375,,
433.4728,164,,433.493,0.0,,433.493,1.625,,433.4927,45.4375,,433.4731,-97.2,,433.4728,-137,,433.4929,-135.6875,,433.4927,105.375,,433.4927,44,,433.4728,-135.9375,,433.4929,-8.875,,,,,433.493,4.49609375,,433.493,-2.3125,,433.4929,-163.1875,,,,,433.4929,-163.0,,
433.4928,162,,433.5131,0.0,,433.5131,-3.5,,433.5127,45.5625,,433.4931,-96.7,,433.4928,-136,,433.5129,-135.4375,,433.5127,105.375,,433.5127,44,,433.4928,-135.25,,433.5129,-9.0,,,,,433.5131,4.50390625,,433.5131,-1.25,,433.5129,-162.9375,,,,,433.5129,-163.25,,
433.5128,163,,433.5331,0.0,,433.5331,1.4375,,433.5327,45.75,,433.5131,-96.7,,433.5128,-137,,433.5329,-135.25,,433.5327,105.4375,,433.5327,44,,433.5128,-135.25,,433.5329,-8.6875,,,,,433.5331,4.50390625,,433.5331,-2.375,,433.5329,-162.75,,,,,433.5329,-164.6875,,
433.5328,163,,433.5531,0.0,,433.5531,-5.1875,,433.5527,45.875,,433.5331,-96.9,,433.5328,-138,,433.553,-135.4375,,433.5527,105.3125,,433.5527,44,,433.5328,-135.5,,433.553,-8.9375,,,,,433.5531,4.4609375,,433.5531,-1.0,,433.553,-162.9375,,,,,433.553,-163.75,,
433.5528,163,,433.5731,0.0,,433.5731,1.625,,433.5727,45.9375,,433.5531,-96.9,,433.5528,-140,,433.5729,-135.5,,433.5727,105.375,,433.5727,44,,433.5528,-135.5,,433.5729,-8.9375,,,,,433.5731,4.43359375,,433.5731,-2.375,,433.5729,-163.0,,,,,433.5729,-163.4375,,
433.5728,163,,433.5931,0.0,,433.5931,-2.75,,433.5927,46.0,,433.5731,-95.5,,433.5728,-139,,433.593,-134.0625,,433.5927,105.375,,433.5927,44,,433.5728,-133.5625,,433.593,-9.375,,,,,433.5931,4.4609375,,433.5931,-1.3125,,433.593,-161.25,,,,,433.593,-160.3125,,
433.5928,162,,433.613,0.0,,433.613,3.5625,,433.6127,45.875,,433.5931,-94.60000000000001,,433.5928,-139,,433.6129,-132.625,,433.6127,105.4375,,433.6127,44,,433.5928,-132.3125,,433.6129,-8.5625,,,,,433.613,4.43359375,,433.613,-2.5,,433.6129,-159.5625,,,,,433.6129,-162.0625,,
433.6128,160,,433.6331,0.0,,433.6331,0.9375,,433.6327,45.625,,433.6131,-95.5,,433.6128,-137,,433.633,-133.25,,433.6327,105.375,,433.6327,44,,433.6128,-133.5625,,433.633,-9.0,,,,,433.6331,4.41796875,,433.6331,-1.9375,,433.633,-160.3125,,,,,433.633,-159.125,,
433.6329,159,,433.6531,0.0,,433.6531,-0.125,,433.6527,45.5,,433.6332,-94.60000000000001,,433.6329,-137,,433.6529,-132.625,,433.6527,105.4375,,433.6527,44,,433.6329,-132.3125,,433.6529,-8.8125,,,,,433.6531,4.44140625,,433.6531,-1.625,,433.6529,-159.5625,,,,,433.6529,-160.5625,,
433.6528,158,,433.6731,0.0,,433.6731,1.3125,,433.6727,45.4375,,433.6531,-94.10000000000001,,433.6528,-134,,433.6729,-131.75,,433.6727,105.5,,433.6727,44,,433.6528,-131.5625,,433.6729,-8.875,,,,,433.6731,4.43359375,,433.6731,-2.125,,433.6729,-158.5,,,,,433.6729,-159.625,,
433.6728,158,,433.693,0.0,,433.693,-2.375,,433.6926,45.3125,,433.6731,-94.9,,433.6728,-136,,433.6929,-132.4375,,433.6926,105.4375,,433.6926,44,,433.6728,-132.6875,,433.6929,-9.125,,,,,433.693,4.42578125,,433.693,-1.4375,,433.6929,-159.3125,,,,,433.6929,-158.4375,,
433.6928,157,,433.7131,0.0,,433.7131,0.375,,433.7127,45.3125,,433.6931,-94.60000000000001,,433.6928,-138,,433.7129,-132.4375,,433.7127,105.375,,433.7127,44,,433.6928,-132.3125,,433.7129,-9.0,,,,,433.7131,4.43359375,,433.7131,-2.125,,433.7129,-159.3125,,,,,433.7129,-159.75,,
433.7128,159,,433.733,0.0,,433.733,0.3125,,433.7327,45.3125,,433.7131,-94.4,,433.7128,-139,,433.7329,-132.125,,433.7327,105.5,,433.7327,44,,433.7128,-132.0,,433.7329,-8.875,,,,,433.733,4.44140625,,433.733,-2.125,,433.7329,-158.9375,,,,,433.7329,-160.25,,
433.7328,159,,433.753,0.0,,433.753,-1.125,,433.7526,45.3125,,433.7331,-94.60000000000001,,433.7328,-140,,433.7529,-132.25,,433.7526,105.375,,433.7526,44,,433.7328,-132.3125,,433.7529,-9.3125,,,,,433.753,4.44140625,,433.753,-1.8125,,433.7529,-159.125,,,,,433.7529,-158.125,,
433.7528,158,,433.773,0.0,,433.773,-0.25,,433.7726,45.3125,,433.7531,-94.9,,433.7528,-141,,433.7729,-132.625,,433.7726,105.4375,,433.7726,44,,433.7528,-132.6875,,433.7729,-8.75,,,,,433.773,4.4609375,,433.773,-1.9375,,433.7729,-159.5,,,,,433.7729,-161.0,,
433.7728,159,,433.793,0.0,,433.793,1.125,,433.7926,45.3125,,433.7731,-94.9,,433.7728,-141,,433.7929,-132.6875,,433.7926,105.3125,,433.7926,44,,433.7728,-132.6875,,433.7929,-9.3125,,,,,433.793,4.4765625,,433.793,-1.875,,433.7929,-159.625,,,,,433.7929,-158.625,,
433.7927,159,,433.813,0.0,,433.813,1.4375,,433.8126,45.3125,,433.7931,-95.5,,433.7927,-141,,433.8129,-133.375,,433.8126,105.4375,,433.8126,44,,433.7927,-133.5625,,433.8129,-8.625,,,,,433.813,4.51171875,,433.813,-2.25,,433.8129,-160.4375,,,,,433.8129,-162.1875,,
433.8127,160,,433.833,0.0,,433.833,-0.4375,,433.8327,45.4375,,433.8131,-96.0,,433.8127,-141,,433.8329,-134.125,,433.8327,105.4375,,433.8327,44,,433.8127,-134.25,,433.8329,-9.1875,,,,,433.833,4.4765625,,433.833,-1.625,,433.8329,-161.3125,,,,,433.8329,-160.3125,,
433.8328,160,,433.8529,0.0,,433.8529,0.125,,433.8526,45.5625,,433.8331,-97.2,,433.8328,-141,,433.8528,-135.5625,,433.8526,105.375,,433.8526,44,,433.8328,-135.9375,,433.8528,-8.8125,,,,,433.8529,4.4765625,,433.8529,-2.125,,433.8528,-163.0625,,,,,433.8528,-163.75,,
433.8527,163,,433.873,0.0,,433.873,-4.75,,433.8726,45.8125,,433.853,-96.0,,433.8527,-141,,433.8729,-134.6875,,433.8726,105.3125,,433.8726,44,,433.8527,-134.25,,433.8729,-9.0625,,,,,433.873,4.46875,,433.873,-1.125,,433.8729,-162.0,,,,,433.8729,-163.25,,
433.8727,162,,433.8929,0.0,,433.8929,1.0625,,433.8926,45.875,,433.8731,-96.0,,433.8727,-142,,433.8928,-134.25,,433.8926,105.375,,433.8926,44,,433.8727,-134.25,,433.8928,-9.125,,,,,433.8929,4.49609375,,433.8929,-2.1875,,433.8928,-161.5,,,,,433.8928,-161.5625,,
433.8927,161,,433.9129,0.0,,433.9129,-1.125,,433.9126,46.0,,433.893,-95.80000000000001,,433.8927,-141,,433.9128,-134.0625,,433.9126,105.4375,,433.9126,44,,433.8927,-134.0,,433.9128,-8.75,,,,,433.9129,4.44140625,,433.9129,-1.75,,433.9128,-161.3125,,,,,433.9128,-163.5625,,
433.9127,163,,433.933,0.0,,433.933,0.25,,433.9326,46.0625,,433.913,-96.7,,433.9127,-142,,433.9328,-134.9375,,433.9326,105.4375,,433.9326,44,,433.9127,-135.25,,433.9328,-8.9375,,,,,433.933,4.4609375,,433.933,-2.3125,,433.9328,-162.375,,,,,433.9328,-162.875,,
433.9327,162,,433.9529,0.0,,433.9529,0.75,,433.9525,46.125,,433.9331,-94.9,,433.9327,-142,,433.9528,-133.375,,433.9525,105.375,,433.9525,44,,433.9327,-132.6875,,433.9528,-8.625,,,,,433.9529,4.453125,,433.9529,-2.125,,433.9528,-160.375,,,,,433.9528,-164.0625,,
433.9527,162,,433.9729,0.0,,433.9729,1.0625,,433.9726,46.0625,,433.953,-95.5,,433.9527,-142,,433.9728,-133.375,,433.9726,105.375,,433.9726,44,,433.9527,-133.5625,,433.9728,-9.3125,,,,,433.9729,4.453125,,433.9729,-2.125,,433.9728,-160.4375,,,,,433.9728,-159.625,,
433.9727,159,,433.993,0.0,,433.993,0.3125,,433.9926,46.0625,,433.973,-95.30000000000001,,433.9727,-142,,433.9928,-133.375,,433.9926,105.4375,,433.9926,44,,433.9727,-133.25,,433.9928,-8.875,,,,,433.993,4.453125,,433.993,-2.1875,,433.9928,-160.375,,,,,433.9928,-161.6875,,
433.9927,163,,434.0129,0.0,,434.0129,0.0625,,434.0125,46.0,,433.993,-95.30000000000001,,433.9927,-142,,434.0128,-133.25,,434.0125,105.4375,,434.0125,44,,433.9927,-133.25,,434.0128,-9.125,,,,,434.0129,4.44140625,,434.0129,-2.0,,434.0128,-160.3125,,,,,434.0128,-160.375,,
434.0126,161,,434.0329,0.0,,434.0329,0.9375,,434.0325,46.0625,,434.013,-95.30000000000001,,434.0126,-143,,434.0328,-133.25,,434.0325,105.375,,434.0325,44,,434.0126,-133.25,,434.0328,-8.9375,,,,,434.0329,4.44140625,,434.0329,-2.1875,,434.0328,-160.3125,,,,,434.0328,-161.3125,,
434.0326,161,,434.0529,0.0,,434.0529,-0.4375,,434.0525,46.0,,434.033,-94.9,,434.0326,-143,,434.0528,-132.875,,434.0525,105.3125,,434.0525,44,,434.0326,-132.6875,,434.0528,-9.0,,,,,434.0529,4.4609375,,434.0529,-1.875,,434.0528,-159.8125,,,,,434.0528,-160.8125,,
434.0527,159,,434.0729,0.0,,434.0729,3.0,,434.0725,46.0,,434.053,-94.9,,434.0527,-143,,434.0728,-132.6875,,434.0725,105.4375,,434.0725,44,,434.0527,-132.6875,,434.0728,-9.375,,,,,434.0729,4.453125,,434.0729,-2.625,,434.0728,-159.625,,,,,434.0728,-158.6875,,
434.0727,159,,434.0929,0.0,,434.0929,1.0625,,434.0925,45.9375,,434.073,-95.5,,434.0727,-143,,434.0928,-133.375,,434.0925,105.3125,,434.0925,44,,434.0727,-133.5625,,434.0928,-9.3125,,,,,434.0929,4.4609375,,434.0929,-2.1875,,434.0928,-160.4375,,,,,434.0928,-159.3125,,
434.0926,160,,434.1129,0.0,,434.1129,-0.875,,434.1125,45.9375,,434.093,-95.30000000000001,,434.0926,-143,,434.1127,-133.375,,434.1125,105.375,,434.1125,44,,434.0926,-133.25,,434.1127,-8.9375,,,,,434.1129,4.43359375,,434.1129,-2.0625,,434.1127,-160.375,,,,,434.1127,-159.8125,,
434.1126,160,,434.1329,0.0,,434.1329,0.125,,434.1325,46.0,,434.1129,-95.5,,434.1126,-143,,434.1328,-133.5,,434.1325,105.25,,434.1325,44,,434.1126,-133.5625,,434.1328,-9.4375,,,,,434.1329,4.453125,,434.1329,-2.0625,,434.1328,-160.5625,,,,,434.1328,-159.3125,,
434.1327,160,,434.1529,0.0,,434.1529,-0.3125,,434.1525,46.0625,,434.133,-94.60000000000001,,434.1327,-144,,434.1528,-132.625,,434.1525,105.4375,,434.1525,44,,434.1327,-132.3125,,434.1528,-8.8125,,,,,434.1529,4.453125,,434.1529,-2.375,,434.1528,-159.5625,,,,,434.1528,-161.75,,
434.1526,159,,434.1729,0.0,,434.1729,-1.6875,,434.1725,46.0,,434.153,-95.30000000000001,,434.1526,-144,,434.1727,-133.0625,,434.1725,105.375,,434.1725,44,,434.1526,-133.25,,434.1727,-9.25,,,,,434.1729,4.44140625,,434.1729,-1.625,,434.1727,-160.0,,,,,434.1727,-159.4375,,
434.1726,159,,434.1928,0.0,,434.1928,-1.0625,,434.1924,46.0625,,434.1729,-95.30000000000001,,434.1726,-144,,434.1927,-133.25,,434.1924,105.375,,434.1924,44,,434.1726,-133.25,,434.1927,-9.5,,,,,434.1928,4.43359375,,434.1928,-1.8125,,434.1927,-160.3125,,,,,434.1927,-158.5625,,
434.1926,160,,434.2129,0.0,,434.2129,-0.3125,,434.2125,46.0625,,434.1929,-94.9,,434.1926,-144,,434.2127,-132.875,,434.2125,105.375,,434.2125,44,,434.1926,-132.6875,,434.2127,-8.4375,,,,,434.2129,4.453125,,434.2129,-2.0,,434.2127,-159.8125,,,,,434.2127,-163.75,,
434.2126,160,,434.2328,0.0,,434.2328,-0.125,,434.2324,46.125,,434.2129,-94.60000000000001,,434.2126,-144,,434.2327,-132.4375,,434.2324,105.375,,434.2324,44,,434.2126,-132.3125,,434.2327,-8.9375,,,,,434.2328,4.48828125,,434.2328,-2.0625,,434.2327,-159.3125,,,,,434.2327,-160.9375,,
434.2326,160,,434.2528,0.0,,434.2528,0.5625,,434.2524,46.125,,434.2329,-95.30000000000001,,434.2326,-145,,434.2527,-133.0625,,434.2524,105.375,,434.2524,44,,434.2326,-133.25,,434.2527,-9.5,,,,,434.2528,4.48828125,,434.2528,-2.125,,434.2527,-160.0,,,,,434.2527,-158.4375,,
434.2526,159,,434.2728,0.0,,434.2728,0.5625,,434.2725,46.1875,,434.2529,-96.4,,434.2526,-144,,434.2727,-134.4375,,434.2725,105.25,,434.2725,44,,434.2526,-134.8125,,434.2727,-9.4375,,,,,434.2728,4.42578125,,434.2728,-2.3125,,434.2727,-161.75,,,,,434.2727,-160.125,,
434.2726,161,,434.2928,0.0,,434.2928,-1.3125,,434.2925,46.375,,434.2729,-96.4,,434.2726,-145,,434.2927,-134.8125,,434.2925,105.25,,434.2925,44,,434.2726,-134.8125,,434.2927,-9.125,,,,,434.2928,4.44140625,,434.2928,-1.9375,,434.2927,-162.1875,,,,,434.2927,-163.0625,,
434.2926,162,,434.3128,0.0,,434.3128,-7.3125,,434.3125,46.5625,,434.2929,-94.4,,434.2926,-146,,434.3127,-132.75,,434.3125,105.3125,,434.3125,44,,434.2926,-132.0,,434.3127,-8.875,,,,,434.3128,4.4765625,,434.3128,-0.5,,434.3127,-159.6875,,,,,434.3127,-162.875,,
434.3126,162,,434.3329,0.0,,434.3329,0.75,,434.3325,46.5,,434.3129,-94.9,,434.3126,-146,,434.3328,-132.5625,,434.3325,105.375,,434.3325,44,,434.3126,-132.6875,,434.3328,-9.5625,,,,,434.3329,4.48828125,,434.3329,-2.0625,,434.3328,-159.4375,,,,,434.3328,-159.0,,
434.3326,158,,434.3529,0.0,,434.3529,0.375,,434.3525,46.5,,434.333,-96.0,,434.3326,-145,,434.3528,-133.875,,434.3525,105.4375,,434.3525,44,,434.3326,-134.25,,434.3528,-8.75,,,,,434.3529,4.4765625,,434.3529,-2.125,,434.3528,-161.0625,,,,,434.3528,-161.6875,,
434.3527,160,,434.3731,0.0,,434.3731,-1.5,,434.3727,46.5,,434.353,-96.4,,434.3527,-146,,434.373,-134.6875,,434.3727,105.3125,,434.3727,44,,434.3527,-134.8125,,434.373,-9.3125,,,,,434.3731,4.43359375,,434.3731,-2.1875,,434.373,-162.0,,,,,434.373,-161.5,,
434.3728,162,,434.3929,0.0,,434.3929,3.4375,,434.3925,46.625,,434.3731,-96.0,,434.3728,-147,,434.3928,-134.4375,,434.3925,105.3125,,434.3925,44,,434.3728,-134.25,,434.3928,-9.375,,,,,434.3929,4.44140625,,434.3929,-2.8125,,434.3928,-161.6875,,,,,434.3928,-161.625,,
434.3927,161,,434.413,0.0,,434.413,1.8125,,434.4126,46.6875,,434.393,-94.60000000000001,,434.3927,-147,,434.4129,-132.8125,,434.4126,105.25,,434.4126,44,,434.3927,-132.3125,,434.4129,-9.5,,,,,434.413,4.4609375,,434.413,-2.4375,,434.4129,-159.75,,,,,434.4129,-159.6875,,
434.4128,160,,434.4328,0.0,,434.4328,0.6875,,434.4324,46.625,,434.4131,-94.9,,434.4128,-147,,434.4327,-132.625,,434.4324,105.375,,434.4324,44,,434.4128,-132.6875,,434.4327,-8.9375,,,,,434.4328,4.40625,,434.4328,-2.0625,,434.4327,-159.5,,,,,434.4327,-160.6875,,
434.4326,161,,434.4529,0.0,,434.4529,-0.1875,,434.4524,46.5625,,434.4329,-95.5,,434.4326,-147,,434.4528,-133.375,,434.4524,105.3125,,434.4524,44,,434.4326,-133.5625,,434.4528,-8.8125,,,,,434.4529,4.42578125,,434.4529,-1.75,,434.4528,-160.4375,,,,,434.4528,-162.125,,
434.4526,161,,434.4729,0.0,,434.4729,-0.5,,434.4724,46.625,,434.453,-93.80000000000001,,434.4526,-146,,434.4727,-131.8125,,434.4724,105.375,,434.4724,44,,434.4526,-131.1875,,434.4727,-9.4375,,,,,434.4729,4.43359375,,434.4729,-1.875,,434.4727,-158.5625,,,,,434.4727,-158.875,,
434.4726,159,,434.4929,0.0,,434.4929,1.5,,434.4924,46.5625,,434.473,-94.4,,434.4726,-146,,434.4927,-131.8125,,434.4924,105.3125,,434.4924,44,,434.4726,-132.0,,434.4927,-9.5625,,,,,434.4929,4.44140625,,434.4929,-2.3125,,434.4927,-158.5625,,,,,434.4927,-157.3125,,
434.4926,159,,434.5129,0.0,,434.5129,1.9375,,434.5124,46.5,,434.4929,-94.60000000000001,,434.4926,-147,,434.5127,-132.25,,434.5124,105.25,,434.5124,44,,434.4926,-132.3125,,434.5127,-9.3125,,,,,434.5129,4.42578125,,434.5129,-2.5,,434.5127,-159.125,,,,,434.5127,-159.0,,
434.5126,159,,434.5328,0.0,,434.5328,1.4375,,434.5324,46.4375,,434.5129,-94.9,,434.5126,-148,,434.5327,-132.625,,434.5324,105.4375,,434.5324,44,,434.5126,-132.6875,,434.5327,-8.875,,,,,434.5328,4.42578125,,434.5328,-2.375,,434.5327,-159.5,,,,,434.5327,-161.1875,,
434.5325,159,,434.5529,0.0,,434.5529,-3.25,,434.5524,46.4375,,434.5329,-94.4,,434.5325,-148,,434.5527,-132.1875,,434.5524,105.25,,434.5524,44,,434.5325,-132.0,,434.5527,-9.5,,,,,434.5529,4.44140625,,434.5529,-1.3125,,434.5527,-159.0,,,,,434.5527,-158.4375,,
434.5526,158,,434.5728,0.0,,434.5728,-2.375,,434.5724,46.5,,434.5529,-94.4,,434.5526,-148,,434.5726,-132.0,,434.5724,105.375,,434.5724,44,,434.5526,-132.0,,434.5726,-9.3125,,,,,434.5728,4.41796875,,434.5728,-1.9375,,434.5726,-158.8125,,,,,434.5726,-157.75,,
434.5725,157,,434.5928,0.0,,434.5928,0.75,,434.5924,46.5,,434.5729,-94.9,,434.5725,-149,,434.5926,-132.5625,,434.5924,105.3125,,434.5924,44,,434.5725,-132.6875,,434.5926,-8.8125,,,,,434.5928,4.43359375,,434.5928,-2.25,,434.5926,-159.4375,,,,,434.5926,-161.5625,,
434.5925,159,,434.6128,0.0,,434.6128,2.625,,434.6124,46.5625,,434.5928,-94.10000000000001,,434.5925,-149,,434.6127,-131.875,,434.6124,105.25,,434.6124,44,,434.5925,-131.5625,,434.6127,-9.375,,,,,434.6128,4.43359375,,434.6128,-2.625,,434.6127,-158.625,,,,,434.6127,-159.25,,
434.6126,159,,434.6328,0.0,,434.6328,2.4375,,434.6324,46.5625,,434.6129,-94.60000000000001,,434.6126,-149,,434.6327,-132.125,,434.6324,105.375,,434.6324,44,,434.6126,-132.3125,,434.6327,-8.8125,,,,,434.6328,4.44140625,,434.6328,-2.5625,,434.6327,-158.9375,,,,,434.6327,-161.1875,,
434.6326,159,,434.6528,0.0,,434.6528,-0.125,,434.6524,46.5625,,434.6329,-94.60000000000001,,434.6326,-149,,434.6527,-132.3125,,434.6524,105.3125,,434.6524,44,,434.6326,-132.3125,,434.6527,-8.875,,,,,434.6528,4.453125,,434.6528,-2.0625,,434.6527,-159.1875,,,,,434.6527,-159.875,,
434.6526,159,,434.6728,0.0,,434.6728,-0.375,,434.6724,46.625,,434.6529,-94.9,,434.6526,-149,,434.6727,-132.625,,434.6724,105.3125,,434.6724,44,,434.6526,-132.6875,,434.6727,-9.1875,,,,,434.6728,4.4609375,,434.6728,-2.125,,434.6727,-159.5,,,,,434.6727,-160.4375,,
434.6726,160,,434.6927,0.0,,434.6927,1.75,,434.6923,46.6875,,434.6729,-95.30000000000001,,434.6726,-151,,434.6926,-133.125,,434.6923,105.3125,,434.6923,44,,434.6726,-133.25,,434.6926,-9.75,,,,,434.6927,4.453125,,434.6927,-2.5625,,434.6926,-160.125,,,,,434.6926,-158.375,,
